Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-17-2020,655572,15772,585303
Egypt,09-17-2020,101641,5715,87158
Morocco,09-17-2020,94504,1714,74930
Ethiopia,09-17-2020,66913,1060,27085
Nigeria,09-17-2020,56735,1093,48092
Algeria,09-17-2020,49194,1654,34675
Ghana,09-17-2020,45714,294,44896
Kenya,09-17-2020,36576,642,23611
Libya,09-17-2020,25822,409,13908
Cameroon,09-17-2020,20303,415,18837
Cote d'Ivoire,09-17-2020,19158,120,18330
Madagascar,09-17-2020,15925,216,14547
Senegal,09-17-2020,14618,300,10923
Zambia,09-17-2020,13928,326,13029
Sudan,09-17-2020,13535,836,6759
Congo (Kinshasa),09-17-2020,10442,267,9840
Guinea,09-17-2020,10154,63,9612
Namibia,09-17-2020,10078,108,7685
Gabon,09-17-2020,8678,53,7827
Tunisia,09-17-2020,8570,133,2342
Zimbabwe,09-17-2020,7633,224,5841
Mauritania,09-17-2020,7346,161,6865
Mozambique,09-17-2020,6161,39,3393
Malawi,09-17-2020,5711,179,4000
Djibouti,09-17-2020,5399,61,5333
Uganda,09-17-2020,5380,60,2489
Eswatini,09-17-2020,5191,103,4439
Cabo Verde,09-17-2020,5063,49,4465
Equatorial Guinea,09-17-2020,5002,83,4509
Congo (Brazzaville),09-17-2020,4934,88,3887
Central African Republic,09-17-2020,4782,62,1830
Rwanda,09-17-2020,4653,23,2817
Angola,09-17-2020,3789,144,1405
Gambia,09-17-2020,3473,107,1951
Somalia,09-17-2020,3390,98,2812
Mali,09-17-2020,2966,128,2311
South Sudan,09-17-2020,2599,49,1290
Botswana,09-17-2020,2567,13,624
Benin,09-17-2020,2280,40,1950
Guinea-Bissau,09-17-2020,2275,39,1127
Sierra Leone,09-17-2020,2133,72,1646
Burkina Faso,09-17-2020,1767,56,1166
Togo,09-17-2020,1618,41,1243
Liberia,09-17-2020,1333,82,1214
Lesotho,09-17-2020,1327,33,687
Niger,09-17-2020,1183,69,1104
Chad,09-17-2020,1115,81,962
Sao Tome and Principe,09-17-2020,907,15,873
Tanzania,09-17-2020,509,21,183
Burundi,09-17-2020,473,1,374
Comoros,09-17-2020,470,7,449
Mauritius,09-17-2020,366,10,338
Eritrea,09-17-2020,364,0,305
Seychelles,09-17-2020,141,0,136
Western Sahara,09-17-2020,10,1,8
