Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-19-2020,705254,18492,635257
Morocco,10-19-2020,175749,2976,146421
Egypt,10-19-2020,105547,6130,98314
Ethiopia,10-19-2020,89860,1365,43149
Nigeria,10-19-2020,61558,1125,56697
Algeria,10-19-2020,54616,1865,38215
Libya,10-19-2020,49949,732,27262
Ghana,10-19-2020,47372,310,46664
Kenya,10-19-2020,45076,839,32084
Tunisia,10-19-2020,42727,687,5032
Cameroon,10-19-2020,21506,424,20117
Cote d'Ivoire,10-19-2020,20324,121,20029
Madagascar,10-19-2020,16810,238,16215
Zambia,10-19-2020,15897,346,15031
Senegal,10-19-2020,15432,319,13865
Sudan,10-19-2020,13724,836,6764
Namibia,10-19-2020,12326,131,10426
Guinea,10-19-2020,11518,70,10427
Mozambique,10-19-2020,11080,75,8836
Congo (Kinshasa),10-19-2020,11052,303,10357
Uganda,10-19-2020,10691,97,6992
Gabon,10-19-2020,8884,54,8452
Zimbabwe,10-19-2020,8159,232,7683
Angola,10-19-2020,7829,248,3031
Cabo Verde,10-19-2020,7800,87,6620
Mauritania,10-19-2020,7621,163,7355
Malawi,10-19-2020,5860,181,4757
Eswatini,10-19-2020,5788,116,5427
Botswana,10-19-2020,5609,21,915
Djibouti,10-19-2020,5469,61,5379
Congo (Brazzaville),10-19-2020,5156,92,3887
Equatorial Guinea,10-19-2020,5070,83,4954
Rwanda,10-19-2020,4992,34,4797
Central African Republic,10-19-2020,4856,62,1924
Somalia,10-19-2020,3890,99,3089
Gambia,10-19-2020,3649,118,2649
Mali,10-19-2020,3407,132,2588
South Sudan,10-19-2020,2847,55,1290
Benin,10-19-2020,2496,41,2330
Guinea-Bissau,10-19-2020,2403,41,1818
Burkina Faso,10-19-2020,2387,65,1802
Sierra Leone,10-19-2020,2331,73,1760
Togo,10-19-2020,2071,51,1541
Lesotho,10-19-2020,1833,42,961
Chad,10-19-2020,1390,93,1194
Liberia,10-19-2020,1381,82,1271
Niger,10-19-2020,1211,69,1128
Sao Tome and Principe,10-19-2020,933,15,898
Burundi,10-19-2020,549,1,497
Tanzania,10-19-2020,509,21,183
Comoros,10-19-2020,502,7,485
Eritrea,10-19-2020,452,0,388
Mauritius,10-19-2020,419,10,379
Seychelles,10-19-2020,149,0,148
Western Sahara,10-19-2020,10,1,8
