Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-14-2020,866127,23451,762746
Morocco,12-14-2020,400826,6659,359065
Egypt,12-14-2020,122086,6943,105132
Ethiopia,12-14-2020,117242,1809,95225
Tunisia,12-14-2020,111361,3894,84741
Algeria,12-14-2020,92597,2609,60888
Kenya,12-14-2020,92055,1593,73452
Libya,12-14-2020,91357,1314,61453
Nigeria,12-14-2020,73374,1197,66314
Ghana,12-14-2020,53014,327,51761
Uganda,12-14-2020,27766,224,9921
Cameroon,12-14-2020,25214,443,23851
Cote d'Ivoire,12-14-2020,21705,133,21318
Sudan,12-14-2020,21591,1355,12452
Zambia,12-14-2020,18322,367,17409
Madagascar,12-14-2020,17587,259,16992
Senegal,12-14-2020,17146,350,16159
Mozambique,12-14-2020,17002,143,15006
Namibia,12-14-2020,16726,163,14837
Angola,12-14-2020,16277,372,8924
Congo (Kinshasa),12-14-2020,14513,356,12653
Guinea,12-14-2020,13457,80,12713
Botswana,12-14-2020,12873,38,10456
Cabo Verde,12-14-2020,11361,110,11036
Zimbabwe,12-14-2020,11358,309,9554
Mauritania,12-14-2020,11135,228,8118
Gabon,12-14-2020,9351,63,9204
Eswatini,12-14-2020,6825,130,6416
Rwanda,12-14-2020,6747,56,5996
Congo (Brazzaville),12-14-2020,6200,100,4988
Malawi,12-14-2020,6070,187,5491
Mali,12-14-2020,5836,201,3630
Djibouti,12-14-2020,5733,61,5622
Equatorial Guinea,12-14-2020,5185,85,5058
Central African Republic,12-14-2020,4936,63,1924
Somalia,12-14-2020,4579,121,3529
Burkina Faso,12-14-2020,4209,71,2940
Gambia,12-14-2020,3782,123,3647
Togo,12-14-2020,3266,66,2789
South Sudan,12-14-2020,3206,62,3043
Benin,12-14-2020,3090,44,2972
Sierra Leone,12-14-2020,2445,75,1851
Guinea-Bissau,12-14-2020,2444,44,2337
Niger,12-14-2020,2322,82,1294
Lesotho,12-14-2020,2277,44,1340
Chad,12-14-2020,1771,102,1608
Liberia,12-14-2020,1676,83,1358
Sao Tome and Principe,12-14-2020,1010,17,952
Burundi,12-14-2020,729,1,640
Eritrea,12-14-2020,711,0,564
Comoros,12-14-2020,628,7,606
Mauritius,12-14-2020,523,10,489
Tanzania,12-14-2020,509,21,183
Seychelles,12-14-2020,187,0,182
