Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-01-2020,676084,16866,609584
Morocco,10-01-2020,126044,2229,104136
Egypt,10-01-2020,103317,5946,96855
Ethiopia,10-01-2020,76098,1205,31430
Nigeria,10-01-2020,59001,1112,50452
Algeria,10-01-2020,51690,1741,36282
Ghana,10-01-2020,46656,301,45942
Kenya,10-01-2020,38713,711,24908
Libya,10-01-2020,35208,559,19894
Cameroon,10-01-2020,20838,418,19440
Cote d'Ivoire,10-01-2020,19755,120,19320
Tunisia,10-01-2020,18413,265,5032
Madagascar,10-01-2020,16454,232,15430
Senegal,10-01-2020,15019,311,12538
Zambia,10-01-2020,14802,333,13961
Sudan,10-01-2020,13653,836,6764
Namibia,10-01-2020,11373,123,9083
Congo (Kinshasa),10-01-2020,10685,272,10165
Guinea,10-01-2020,10652,66,9996
Mozambique,10-01-2020,8888,62,5573
Gabon,10-01-2020,8766,54,8005
Uganda,10-01-2020,8287,75,4430
Zimbabwe,10-01-2020,7850,228,6312
Mauritania,10-01-2020,7505,161,7138
Cabo Verde,10-01-2020,6126,61,5338
Malawi,10-01-2020,5779,179,4514
Eswatini,10-01-2020,5500,111,5000
Djibouti,10-01-2020,5417,61,5346
Angola,10-01-2020,5114,185,2082
Congo (Brazzaville),10-01-2020,5089,89,3887
Equatorial Guinea,10-01-2020,5045,83,4879
Rwanda,10-01-2020,4843,29,3181
Central African Republic,10-01-2020,4829,62,1914
Somalia,10-01-2020,3593,99,3001
Gambia,10-01-2020,3584,113,2216
Botswana,10-01-2020,3172,16,710
Mali,10-01-2020,3131,131,2460
South Sudan,10-01-2020,2704,49,1290
Benin,10-01-2020,2357,41,1973
Guinea-Bissau,10-01-2020,2324,39,1549
Sierra Leone,10-01-2020,2238,72,1695
Burkina Faso,10-01-2020,2088,58,1363
Togo,10-01-2020,1809,48,1353
Lesotho,10-01-2020,1639,38,874
Liberia,10-01-2020,1343,82,1221
Chad,10-01-2020,1203,85,1067
Niger,10-01-2020,1197,69,1114
Sao Tome and Principe,10-01-2020,911,15,886
Burundi,10-01-2020,510,1,472
Tanzania,10-01-2020,509,21,183
Comoros,10-01-2020,484,7,466
Eritrea,10-01-2020,381,0,353
Mauritius,10-01-2020,381,10,344
Seychelles,10-01-2020,144,0,143
Western Sahara,10-01-2020,10,1,8
