Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-20-2020,661211,15953,590071
Egypt,09-20-2020,102015,5770,89532
Morocco,09-20-2020,101743,1830,80732
Ethiopia,09-20-2020,68820,1096,28314
Nigeria,09-20-2020,57242,1098,48569
Algeria,09-20-2020,49826,1672,35047
Ghana,09-20-2020,46004,297,45153
Kenya,09-20-2020,36981,648,23887
Libya,09-20-2020,27949,444,15068
Cameroon,09-20-2020,20431,416,19124
Cote d'Ivoire,09-20-2020,19320,120,18460
Madagascar,09-20-2020,16053,223,14646
Senegal,09-20-2020,14714,302,11260
Zambia,09-20-2020,14131,330,13365
Sudan,09-20-2020,13555,836,6760
Tunisia,09-20-2020,10732,159,2386
Congo (Kinshasa),09-20-2020,10515,271,9930
Namibia,09-20-2020,10377,112,8033
Guinea,09-20-2020,10325,64,9692
Gabon,09-20-2020,8696,53,7848
Zimbabwe,09-20-2020,7683,225,5924
Mauritania,09-20-2020,7368,161,6951
Mozambique,09-20-2020,6771,43,3622
Uganda,09-20-2020,6287,63,2616
Malawi,09-20-2020,5731,179,4040
Djibouti,09-20-2020,5403,61,5335
Eswatini,09-20-2020,5269,104,4624
Cabo Verde,09-20-2020,5257,51,4599
Equatorial Guinea,09-20-2020,5002,83,4509
Congo (Brazzaville),09-20-2020,4986,89,3887
Central African Republic,09-20-2020,4786,62,1830
Rwanda,09-20-2020,4711,26,2961
Angola,09-20-2020,3991,152,1445
Gambia,09-20-2020,3526,108,1992
Somalia,09-20-2020,3442,98,2877
Mali,09-20-2020,3013,128,2372
South Sudan,09-20-2020,2642,49,1290
Botswana,09-20-2020,2567,13,624
Guinea-Bissau,09-20-2020,2303,39,1127
Benin,09-20-2020,2280,40,1950
Sierra Leone,09-20-2020,2168,72,1650
Burkina Faso,09-20-2020,1846,56,1187
Togo,09-20-2020,1666,41,1269
Lesotho,09-20-2020,1424,33,754
Liberia,09-20-2020,1335,82,1216
Niger,09-20-2020,1188,69,1104
Chad,09-20-2020,1151,81,967
Sao Tome and Principe,09-20-2020,908,15,878
Tanzania,09-20-2020,509,21,183
Burundi,09-20-2020,473,1,462
Comoros,09-20-2020,470,7,450
Mauritius,09-20-2020,366,10,338
Eritrea,09-20-2020,364,0,305
Seychelles,09-20-2020,141,0,136
Western Sahara,09-20-2020,10,1,8
