Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-08-2020,821889,22432,753072
Morocco,12-08-2020,384088,6370,337719
Egypt,12-08-2020,119281,6813,103913
Ethiopia,12-08-2020,114266,1766,84948
Tunisia,12-08-2020,105445,3668,80082
Algeria,12-08-2020,89416,2539,58146
Kenya,12-08-2020,89100,1545,69839
Libya,12-08-2020,87986,1255,57837
Nigeria,12-08-2020,70195,1182,65110
Ghana,12-08-2020,52500,326,51319
Cameroon,12-08-2020,24752,443,23344
Uganda,12-08-2020,23200,207,9374
Cote d'Ivoire,12-08-2020,21513,132,21161
Sudan,12-08-2020,19747,1301,11184
Zambia,12-08-2020,17963,364,17268
Madagascar,12-08-2020,17473,255,16927
Senegal,12-08-2020,16596,340,15864
Mozambique,12-08-2020,16373,136,14437
Angola,12-08-2020,15729,355,8470
Namibia,12-08-2020,15298,153,14004
Congo (Kinshasa),12-08-2020,13750,344,12059
Guinea,12-08-2020,13264,79,12465
Botswana,12-08-2020,12058,36,9400
Cabo Verde,12-08-2020,11118,109,10712
Zimbabwe,12-08-2020,10912,303,9062
Mauritania,12-08-2020,9876,197,7904
Gabon,12-08-2020,9278,60,9132
Eswatini,12-08-2020,6563,124,6137
Rwanda,12-08-2020,6237,51,5715
Malawi,12-08-2020,6051,186,5482
Congo (Brazzaville),12-08-2020,5774,94,4988
Djibouti,12-08-2020,5714,61,5597
Mali,12-08-2020,5442,180,3416
Equatorial Guinea,12-08-2020,5166,85,5036
Central African Republic,12-08-2020,4927,63,1924
Somalia,12-08-2020,4579,121,3529
Gambia,12-08-2020,3776,123,3631
Burkina Faso,12-08-2020,3469,69,2742
South Sudan,12-08-2020,3181,62,3003
Togo,12-08-2020,3132,65,2691
Benin,12-08-2020,3073,44,2922
Guinea-Bissau,12-08-2020,2444,44,2337
Sierra Leone,12-08-2020,2428,74,1847
Lesotho,12-08-2020,2150,44,1278
Niger,12-08-2020,1987,79,1239
Chad,12-08-2020,1729,102,1573
Liberia,12-08-2020,1676,83,1358
Sao Tome and Principe,12-08-2020,1005,17,944
Burundi,12-08-2020,716,1,630
Eritrea,12-08-2020,649,0,517
Comoros,12-08-2020,617,7,605
Mauritius,12-08-2020,515,10,478
Tanzania,12-08-2020,509,21,183
Seychelles,12-08-2020,184,0,168
