Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-28-2020,1011871,27071,849974
Morocco,12-28-2020,433029,7272,399575
Egypt,12-28-2020,133900,7466,110436
Tunisia,12-28-2020,133204,4518,101245
Ethiopia,12-28-2020,123145,1912,109846
Libya,12-28-2020,98913,1440,69763
Algeria,12-28-2020,98631,2737,66214
Kenya,12-28-2020,95992,1664,77521
Nigeria,12-28-2020,84811,1264,71357
Ghana,12-28-2020,54503,333,53301
Uganda,12-28-2020,33973,248,11297
Cameroon,12-28-2020,26277,448,24892
Sudan,12-28-2020,23316,1468,13524
Namibia,12-28-2020,22287,193,18277
Cote d'Ivoire,12-28-2020,22176,137,21776
Zambia,12-28-2020,19943,384,18296
Senegal,12-28-2020,18728,390,17031
Mozambique,12-28-2020,18310,162,16178
Madagascar,12-28-2020,17714,261,17228
Angola,12-28-2020,17296,403,10354
Congo (Kinshasa),12-28-2020,16917,579,14484
Botswana,12-28-2020,14025,40,11627
Mauritania,12-28-2020,13778,330,10568
Guinea,12-28-2020,13688,80,13082
Zimbabwe,12-28-2020,13148,354,10705
Cabo Verde,12-28-2020,11723,112,11499
Gabon,12-28-2020,9510,64,9356
Eswatini,12-28-2020,8687,167,7026
Rwanda,12-28-2020,8021,75,6339
Congo (Brazzaville),12-28-2020,6908,107,5831
Mali,12-28-2020,6703,256,4452
Malawi,12-28-2020,6377,188,5682
Burkina Faso,12-28-2020,6344,78,4775
Djibouti,12-28-2020,5813,61,5711
Equatorial Guinea,12-28-2020,5248,86,5097
Central African Republic,12-28-2020,4948,63,1924
Somalia,12-28-2020,4690,127,3605
Gambia,12-28-2020,3793,123,3660
Togo,12-28-2020,3576,68,3315
South Sudan,12-28-2020,3491,62,3118
Benin,12-28-2020,3205,44,3061
Niger,12-28-2020,3159,99,1736
Lesotho,12-28-2020,2956,51,1466
Sierra Leone,12-28-2020,2560,76,1872
Guinea-Bissau,12-28-2020,2447,45,2386
Chad,12-28-2020,2015,104,1686
Liberia,12-28-2020,1779,83,1406
Eritrea,12-28-2020,1039,1,623
Sao Tome and Principe,12-28-2020,1014,17,963
Burundi,12-28-2020,804,2,687
Comoros,12-28-2020,715,7,626
Mauritius,12-28-2020,527,10,496
Tanzania,12-28-2020,509,21,183
Seychelles,12-28-2020,217,0,207
