Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-16-2020,752269,20314,695496
Morocco,11-16-2020,296189,4850,243359
Egypt,11-16-2020,111009,6465,101179
Ethiopia,11-16-2020,103056,1581,64130
Tunisia,11-16-2020,81003,2396,55551
Libya,11-16-2020,74324,1025,44733
Kenya,11-16-2020,70804,1287,46244
Algeria,11-16-2020,68589,2168,45148
Nigeria,11-16-2020,65305,1163,61162
Ghana,11-16-2020,50376,323,48626
Cameroon,11-16-2020,22692,433,21510
Cote d'Ivoire,11-16-2020,20988,128,20663
Madagascar,11-16-2020,17310,250,16592
Zambia,11-16-2020,17187,353,16400
Uganda,11-16-2020,16257,150,8170
Senegal,11-16-2020,15801,329,15421
Sudan,11-16-2020,14728,1119,9581
Mozambique,11-16-2020,14514,116,12599
Angola,11-16-2020,13615,324,6523
Namibia,11-16-2020,13555,138,12843
Guinea,11-16-2020,12624,75,11270
Congo (Kinshasa),11-16-2020,11839,321,11124
Cabo Verde,11-16-2020,9840,103,9386
Botswana,11-16-2020,9103,30,6801
Gabon,11-16-2020,9084,58,8957
Zimbabwe,11-16-2020,8897,257,8116
Mauritania,11-16-2020,7979,165,7536
Eswatini,11-16-2020,6105,119,5790
Malawi,11-16-2020,5971,185,5402
Djibouti,11-16-2020,5655,61,5542
Congo (Brazzaville),11-16-2020,5515,92,3887
Rwanda,11-16-2020,5491,45,5004
Equatorial Guinea,11-16-2020,5104,85,4973
Central African Republic,11-16-2020,4900,63,1924
Somalia,11-16-2020,4301,107,3330
Mali,11-16-2020,3948,141,2965
Gambia,11-16-2020,3705,122,3573
South Sudan,11-16-2020,3012,59,1290
Benin,11-16-2020,2884,43,2579
Togo,11-16-2020,2693,61,1952
Burkina Faso,11-16-2020,2652,68,2454
Guinea-Bissau,11-16-2020,2419,43,2255
Sierra Leone,11-16-2020,2391,74,1822
Lesotho,11-16-2020,2041,44,1056
Chad,11-16-2020,1603,101,1448
Liberia,11-16-2020,1512,82,1318
Niger,11-16-2020,1316,70,1150
Sao Tome and Principe,11-16-2020,965,16,917
Burundi,11-16-2020,630,1,549
Comoros,11-16-2020,579,7,549
Eritrea,11-16-2020,518,0,451
Tanzania,11-16-2020,509,21,183
Mauritius,11-16-2020,491,10,431
Seychelles,11-16-2020,160,0,157
Western Sahara,11-16-2020,10,1,8
