Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-22-2020,940212,25246,808241
Morocco,12-22-2020,420648,7030,382925
Egypt,12-22-2020,127061,7167,107563
Tunisia,12-22-2020,123323,4237,95763
Ethiopia,12-22-2020,120638,1864,104818
Algeria,12-22-2020,96069,2687,64020
Libya,12-22-2020,95706,1385,66076
Kenya,12-22-2020,94768,1647,76222
Nigeria,12-22-2020,79789,1231,68879
Ghana,12-22-2020,53954,333,52675
Uganda,12-22-2020,31910,238,10646
Cameroon,12-22-2020,25849,448,23851
Sudan,12-22-2020,23316,1468,13524
Cote d'Ivoire,12-22-2020,21942,133,21536
Namibia,12-22-2020,19629,181,16317
Zambia,12-22-2020,18881,379,17890
Senegal,12-22-2020,17945,372,16592
Mozambique,12-22-2020,17767,150,15856
Madagascar,12-22-2020,17633,260,17147
Angola,12-22-2020,16802,393,9729
Congo (Kinshasa),12-22-2020,15810,370,13736
Botswana,12-22-2020,13622,38,11147
Guinea,12-22-2020,13578,80,13001
Mauritania,12-22-2020,12745,290,9005
Zimbabwe,12-22-2020,12544,326,10159
Cabo Verde,12-22-2020,11636,112,11275
Gabon,12-22-2020,9420,64,9283
Eswatini,12-22-2020,7715,142,6821
Rwanda,12-22-2020,7511,66,6163
Congo (Brazzaville),12-22-2020,6571,100,4988
Mali,12-22-2020,6291,225,3884
Malawi,12-22-2020,6248,187,5668
Djibouti,12-22-2020,5786,61,5676
Burkina Faso,12-22-2020,5461,77,3877
Equatorial Guinea,12-22-2020,5231,85,5077
Central African Republic,12-22-2020,4936,63,1924
Somalia,12-22-2020,4690,127,3605
Gambia,12-22-2020,3791,123,3659
Togo,12-22-2020,3467,66,3091
South Sudan,12-22-2020,3234,62,3111
Benin,12-22-2020,3167,44,3061
Niger,12-22-2020,2803,89,1508
Lesotho,12-22-2020,2546,48,1445
Sierra Leone,12-22-2020,2518,75,1860
Guinea-Bissau,12-22-2020,2447,45,2386
Chad,12-22-2020,1916,102,1634
Liberia,12-22-2020,1779,83,1406
Sao Tome and Principe,12-22-2020,1012,17,958
Eritrea,12-22-2020,832,1,599
Burundi,12-22-2020,762,2,687
Comoros,12-22-2020,693,7,615
Mauritius,12-22-2020,526,10,496
Tanzania,12-22-2020,509,21,183
Seychelles,12-22-2020,205,0,184
