Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-10-2020,740254,19951,683194
Morocco,11-10-2020,265165,4425,216851
Egypt,11-10-2020,109654,6394,100540
Ethiopia,11-10-2020,100327,1537,61516
Tunisia,11-10-2020,72993,2006,48103
Libya,11-10-2020,70010,957,41512
Kenya,11-10-2020,64588,1154,43095
Nigeria,11-10-2020,64336,1160,60333
Algeria,11-10-2020,63446,2077,42626
Ghana,11-10-2020,49302,320,47843
Cameroon,11-10-2020,22421,433,21510
Cote d'Ivoire,11-10-2020,20847,126,20546
Madagascar,11-10-2020,17223,249,16516
Zambia,11-10-2020,16997,350,16019
Senegal,11-10-2020,15720,326,15366
Uganda,11-10-2020,14704,133,7836
Sudan,11-10-2020,14155,1116,9492
Mozambique,11-10-2020,13892,99,11748
Namibia,11-10-2020,13253,134,11701
Angola,11-10-2020,12816,308,6036
Guinea,11-10-2020,12484,74,10857
Congo (Kinshasa),11-10-2020,11642,316,10928
Cabo Verde,11-10-2020,9499,101,8738
Gabon,11-10-2020,9029,57,8899
Zimbabwe,11-10-2020,8610,255,8040
Mauritania,11-10-2020,7848,165,7498
Botswana,11-10-2020,7835,27,5534
Eswatini,11-10-2020,6024,117,5737
Malawi,11-10-2020,5953,185,5361
Djibouti,11-10-2020,5633,61,5497
Congo (Brazzaville),11-10-2020,5379,92,3887
Rwanda,11-10-2020,5262,40,4967
Equatorial Guinea,11-10-2020,5102,85,4971
Central African Republic,11-10-2020,4884,62,1924
Somalia,11-10-2020,4301,107,3247
Mali,11-10-2020,3745,137,2905
Gambia,11-10-2020,3696,122,3543
South Sudan,11-10-2020,2960,59,1290
Benin,11-10-2020,2781,43,2515
Burkina Faso,11-10-2020,2582,67,2410
Togo,11-10-2020,2558,57,1763
Guinea-Bissau,11-10-2020,2419,43,2255
Sierra Leone,11-10-2020,2386,74,1813
Lesotho,11-10-2020,2026,44,1029
Chad,11-10-2020,1561,99,1413
Liberia,11-10-2020,1461,82,1310
Niger,11-10-2020,1256,69,1144
Sao Tome and Principe,11-10-2020,962,16,914
Burundi,11-10-2020,615,1,549
Comoros,11-10-2020,569,7,541
Tanzania,11-10-2020,509,21,183
Eritrea,11-10-2020,491,0,438
Mauritius,11-10-2020,453,10,416
Seychelles,11-10-2020,158,0,155
Western Sahara,11-10-2020,10,1,8
