Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-12-2020,744732,20076,690903
Morocco,11-12-2020,276821,4570,226040
Egypt,11-12-2020,110095,6417,100760
Ethiopia,11-12-2020,101248,1554,63268
Tunisia,11-12-2020,76106,2151,51807
Libya,11-12-2020,71804,985,42703
Kenya,11-12-2020,66723,1203,44040
Algeria,11-12-2020,65108,2111,42980
Nigeria,11-12-2020,64728,1162,60790
Ghana,11-12-2020,49957,320,48096
Cameroon,11-12-2020,22490,433,21510
Cote d'Ivoire,11-12-2020,20882,127,20584
Madagascar,11-12-2020,17223,249,16516
Zambia,11-12-2020,17056,350,16102
Senegal,11-12-2020,15744,326,15386
Uganda,11-12-2020,15217,143,7985
Sudan,11-12-2020,14401,1116,9535
Mozambique,11-12-2020,14094,104,12134
Namibia,11-12-2020,13345,135,12188
Angola,11-12-2020,13053,315,6250
Guinea,11-12-2020,12537,74,10899
Congo (Kinshasa),11-12-2020,11692,318,10983
Cabo Verde,11-12-2020,9694,102,9004
Gabon,11-12-2020,9048,57,8922
Zimbabwe,11-12-2020,8696,255,8060
Botswana,11-12-2020,8225,27,5559
Mauritania,11-12-2020,7900,165,7500
Eswatini,11-12-2020,6060,117,5746
Malawi,11-12-2020,5958,185,5369
Djibouti,11-12-2020,5641,61,5509
Congo (Brazzaville),11-12-2020,5379,92,3887
Rwanda,11-12-2020,5319,41,4974
Equatorial Guinea,11-12-2020,5104,85,4973
Central African Republic,11-12-2020,4888,62,1924
Somalia,11-12-2020,4301,107,3330
Mali,11-12-2020,3792,138,2923
Gambia,11-12-2020,3697,122,3556
South Sudan,11-12-2020,2960,59,1290
Benin,11-12-2020,2844,43,2515
Togo,11-12-2020,2605,60,1815
Burkina Faso,11-12-2020,2586,67,2411
Guinea-Bissau,11-12-2020,2419,43,2255
Sierra Leone,11-12-2020,2387,74,1816
Lesotho,11-12-2020,2026,44,1029
Chad,11-12-2020,1578,100,1428
Liberia,11-12-2020,1468,82,1312
Niger,11-12-2020,1282,69,1144
Sao Tome and Principe,11-12-2020,963,16,914
Burundi,11-12-2020,623,1,549
Comoros,11-12-2020,574,7,542
Tanzania,11-12-2020,509,21,183
Eritrea,11-12-2020,493,0,444
Mauritius,11-12-2020,468,10,427
Seychelles,11-12-2020,160,0,157
Western Sahara,11-12-2020,10,1,8
