Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-06-2020,683242,17103,616857
Morocco,10-06-2020,137248,2410,115354
Egypt,10-06-2020,103902,6001,97449
Ethiopia,10-06-2020,80003,1238,34960
Nigeria,10-06-2020,59583,1113,51308
Algeria,10-06-2020,52399,1768,36763
Ghana,10-06-2020,46829,303,46060
Kenya,10-06-2020,39586,743,27331
Libya,10-06-2020,38468,602,22410
Tunisia,10-06-2020,22230,321,5032
Cameroon,10-06-2020,20924,420,19764
Cote d'Ivoire,10-06-2020,19903,120,19539
Madagascar,10-06-2020,16600,234,15698
Zambia,10-06-2020,15170,335,14313
Senegal,10-06-2020,15141,312,12936
Sudan,10-06-2020,13653,836,6764
Namibia,10-06-2020,11673,125,9611
Guinea,10-06-2020,10863,68,10176
Congo (Kinshasa),10-06-2020,10789,274,10239
Mozambique,10-06-2020,9398,67,6358
Uganda,10-06-2020,9082,84,5457
Gabon,10-06-2020,8808,54,8135
Zimbabwe,10-06-2020,7915,229,6440
Mauritania,10-06-2020,7529,162,7208
Cabo Verde,10-06-2020,6518,69,5632
Malawi,10-06-2020,5796,180,4549
Angola,10-06-2020,5725,211,2598
Eswatini,10-06-2020,5598,112,5169
Djibouti,10-06-2020,5423,61,5353
Congo (Brazzaville),10-06-2020,5089,89,3887
Equatorial Guinea,10-06-2020,5052,83,4894
Rwanda,10-06-2020,4873,29,3246
Central African Republic,10-06-2020,4852,62,1914
Somalia,10-06-2020,3745,99,3010
Gambia,10-06-2020,3613,117,2233
Mali,10-06-2020,3195,131,2494
Botswana,10-06-2020,3172,18,834
South Sudan,10-06-2020,2734,50,1290
Guinea-Bissau,10-06-2020,2385,40,1728
Benin,10-06-2020,2357,41,1973
Sierra Leone,10-06-2020,2277,72,1710
Burkina Faso,10-06-2020,2197,59,1441
Togo,10-06-2020,1881,49,1410
Lesotho,10-06-2020,1683,39,926
Liberia,10-06-2020,1354,82,1240
Chad,10-06-2020,1238,88,1077
Niger,10-06-2020,1200,69,1115
Sao Tome and Principe,10-06-2020,914,15,888
Burundi,10-06-2020,514,1,472
Tanzania,10-06-2020,509,21,183
Comoros,10-06-2020,491,7,468
Eritrea,10-06-2020,398,0,358
Mauritius,10-06-2020,395,10,357
Seychelles,10-06-2020,148,0,143
Western Sahara,10-06-2020,10,1,8
