Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-07-2020,735906,19789,678738
Morocco,11-07-2020,252185,4197,205556
Egypt,11-07-2020,108962,6355,100239
Ethiopia,11-07-2020,99201,1518,58948
Tunisia,11-07-2020,69543,1794,47416
Libya,11-07-2020,67039,920,39243
Nigeria,11-07-2020,63790,1155,59884
Kenya,11-07-2020,61769,1103,41019
Algeria,11-07-2020,61381,2036,41783
Ghana,11-07-2020,48904,320,47611
Cameroon,11-07-2020,22342,429,21151
Cote d'Ivoire,11-07-2020,20813,126,20489
Madagascar,11-07-2020,17111,244,16409
Zambia,11-07-2020,16908,349,15873
Senegal,11-07-2020,15693,326,15317
Uganda,11-07-2020,14066,131,7753
Sudan,11-07-2020,13943,837,6764
Mozambique,11-07-2020,13577,99,11581
Namibia,11-07-2020,13170,134,11602
Guinea,11-07-2020,12400,73,10780
Angola,11-07-2020,12335,303,5647
Congo (Kinshasa),11-07-2020,11550,316,10838
Cabo Verde,11-07-2020,9291,100,8431
Gabon,11-07-2020,9022,55,8878
Zimbabwe,11-07-2020,8498,251,7995
Botswana,11-07-2020,7835,27,5534
Mauritania,11-07-2020,7814,165,7473
Eswatini,11-07-2020,5989,117,5719
Malawi,11-07-2020,5948,184,5346
Djibouti,11-07-2020,5605,61,5485
Congo (Brazzaville),11-07-2020,5379,92,3887
Rwanda,11-07-2020,5213,36,4953
Equatorial Guinea,11-07-2020,5092,85,4968
Central African Republic,11-07-2020,4879,62,1924
Somalia,11-07-2020,4229,107,3247
Gambia,11-07-2020,3684,121,3527
Mali,11-07-2020,3676,137,2822
South Sudan,11-07-2020,2943,59,1290
Benin,11-07-2020,2745,43,2466
Burkina Faso,11-07-2020,2565,67,2370
Togo,11-07-2020,2483,57,1727
Guinea-Bissau,11-07-2020,2414,42,1862
Sierra Leone,11-07-2020,2381,74,1812
Lesotho,11-07-2020,1967,44,1024
Chad,11-07-2020,1543,99,1365
Liberia,11-07-2020,1442,82,1310
Niger,11-07-2020,1242,69,1143
Sao Tome and Principe,11-07-2020,962,16,910
Burundi,11-07-2020,612,1,511
Comoros,11-07-2020,563,7,532
Tanzania,11-07-2020,509,21,183
Eritrea,11-07-2020,491,0,438
Mauritius,11-07-2020,453,10,416
Seychelles,11-07-2020,158,0,155
Western Sahara,11-07-2020,10,1,8
