Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-12-2020,852965,23106,760118
Morocco,12-12-2020,397597,6589,353098
Egypt,12-12-2020,121089,6898,104710
Ethiopia,12-12-2020,116297,1803,92449
Tunisia,12-12-2020,110393,3836,84218
Algeria,12-12-2020,91638,2584,60028
Kenya,12-12-2020,91526,1586,72596
Libya,12-12-2020,89880,1278,59839
Nigeria,12-12-2020,72757,1194,65850
Ghana,12-12-2020,52933,327,51676
Uganda,12-12-2020,27071,220,9744
Cameroon,12-12-2020,25143,443,23851
Cote d'Ivoire,12-12-2020,21639,133,21261
Sudan,12-12-2020,21147,1344,12227
Zambia,12-12-2020,18217,366,17339
Madagascar,12-12-2020,17587,259,16992
Senegal,12-12-2020,17061,349,16059
Mozambique,12-12-2020,16812,140,14795
Namibia,12-12-2020,16269,160,14582
Angola,12-12-2020,16161,366,8841
Congo (Kinshasa),12-12-2020,14342,352,12465
Guinea,12-12-2020,13420,79,12657
Botswana,12-12-2020,12501,37,9940
Cabo Verde,12-12-2020,11302,110,10922
Zimbabwe,12-12-2020,11219,307,9359
Mauritania,12-12-2020,10780,222,8022
Gabon,12-12-2020,9330,63,9182
Eswatini,12-12-2020,6714,127,6331
Rwanda,12-12-2020,6528,56,5892
Malawi,12-12-2020,6063,186,5491
Congo (Brazzaville),12-12-2020,6049,99,4988
Djibouti,12-12-2020,5725,61,5612
Mali,12-12-2020,5721,189,3566
Equatorial Guinea,12-12-2020,5185,85,5058
Central African Republic,12-12-2020,4936,63,1924
Somalia,12-12-2020,4579,121,3529
Burkina Faso,12-12-2020,3894,71,2858
Gambia,12-12-2020,3779,123,3645
Togo,12-12-2020,3221,66,2745
South Sudan,12-12-2020,3206,62,3043
Benin,12-12-2020,3090,44,2972
Guinea-Bissau,12-12-2020,2444,44,2337
Sierra Leone,12-12-2020,2440,75,1850
Lesotho,12-12-2020,2250,44,1319
Niger,12-12-2020,2199,80,1276
Chad,12-12-2020,1751,102,1603
Liberia,12-12-2020,1676,83,1358
Sao Tome and Principe,12-12-2020,1009,17,947
Burundi,12-12-2020,728,1,640
Eritrea,12-12-2020,711,0,564
Comoros,12-12-2020,628,7,606
Mauritius,12-12-2020,515,10,478
Tanzania,12-12-2020,509,21,183
Seychelles,12-12-2020,187,0,182
