Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-29-2020,787702,21477,730633
Morocco,11-29-2020,353803,5789,302314
Egypt,11-29-2020,115541,6636,102596
Ethiopia,11-29-2020,109534,1700,69315
Tunisia,11-29-2020,96251,3219,69624
Kenya,11-29-2020,83316,1452,54975
Libya,11-29-2020,82430,1166,53266
Algeria,11-29-2020,82221,2410,53204
Nigeria,11-29-2020,67412,1173,63055
Ghana,11-29-2020,51569,323,50450
Cameroon,11-29-2020,24117,437,22177
Cote d'Ivoire,11-29-2020,21310,131,20947
Uganda,11-29-2020,20145,201,8989
Zambia,11-29-2020,17608,357,16983
Sudan,11-29-2020,17404,1235,10175
Madagascar,11-29-2020,17341,251,16657
Senegal,11-29-2020,16075,333,15597
Mozambique,11-29-2020,15613,130,13677
Angola,11-29-2020,15103,346,7763
Namibia,11-29-2020,14345,151,13439
Guinea,11-29-2020,13039,76,11982
Congo (Kinshasa),11-29-2020,12702,333,11585
Cabo Verde,11-29-2020,10747,105,10229
Botswana,11-29-2020,10258,31,7717
Zimbabwe,11-29-2020,9822,275,8472
Gabon,11-29-2020,9191,59,9037
Mauritania,11-29-2020,8547,175,7717
Eswatini,11-29-2020,6410,121,5996
Malawi,11-29-2020,6025,185,5453
Rwanda,11-29-2020,5919,48,5480
Congo (Brazzaville),11-29-2020,5774,94,4988
Djibouti,11-29-2020,5677,61,5577
Equatorial Guinea,11-29-2020,5153,85,5009
Central African Republic,11-29-2020,4913,63,1924
Mali,11-29-2020,4688,152,3178
Somalia,11-29-2020,4451,113,3417
Gambia,11-29-2020,3734,123,3591
South Sudan,11-29-2020,3109,61,2954
Benin,11-29-2020,2974,43,2819
Togo,11-29-2020,2962,64,2464
Burkina Faso,11-29-2020,2856,68,2593
Guinea-Bissau,11-29-2020,2422,43,2309
Sierra Leone,11-29-2020,2411,74,1836
Lesotho,11-29-2020,2109,44,1278
Chad,11-29-2020,1682,101,1515
Liberia,11-29-2020,1595,83,1343
Niger,11-29-2020,1516,70,1207
Sao Tome and Principe,11-29-2020,989,17,930
Burundi,11-29-2020,681,1,575
Comoros,11-29-2020,611,7,586
Eritrea,11-29-2020,577,0,498
Tanzania,11-29-2020,509,21,183
Mauritius,11-29-2020,501,10,443
Seychelles,11-29-2020,173,0,162
Western Sahara,11-29-2020,10,1,8
