Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-06-2020,814565,22206,744780
Morocco,12-06-2020,379657,6245,331301
Egypt,12-06-2020,118432,6771,103501
Ethiopia,12-06-2020,113295,1747,80831
Tunisia,12-06-2020,104002,3561,76441
Kenya,12-06-2020,88380,1526,68929
Algeria,12-06-2020,88252,2516,57146
Libya,12-06-2020,86580,1231,56702
Nigeria,12-06-2020,69255,1180,64774
Ghana,12-06-2020,52274,325,51063
Cameroon,12-06-2020,24752,443,23344
Uganda,12-06-2020,22499,206,9175
Cote d'Ivoire,12-06-2020,21485,132,21109
Sudan,12-06-2020,19468,1295,11021
Zambia,12-06-2020,17916,364,17173
Madagascar,12-06-2020,17513,255,16927
Senegal,12-06-2020,16477,338,15776
Mozambique,12-06-2020,16244,133,14416
Angola,12-06-2020,15591,354,8338
Namibia,12-06-2020,15078,152,13939
Congo (Kinshasa),12-06-2020,13527,344,11947
Guinea,12-06-2020,13233,76,12355
Botswana,12-06-2020,11531,34,8978
Cabo Verde,12-06-2020,11063,109,10596
Zimbabwe,12-06-2020,10718,291,8880
Mauritania,12-06-2020,9516,188,7849
Gabon,12-06-2020,9254,60,9106
Eswatini,12-06-2020,6501,122,6090
Rwanda,12-06-2020,6129,51,5696
Malawi,12-06-2020,6051,185,5476
Congo (Brazzaville),12-06-2020,5774,94,4988
Djibouti,12-06-2020,5701,61,5593
Equatorial Guinea,12-06-2020,5159,85,5023
Mali,12-06-2020,5135,164,3369
Central African Republic,12-06-2020,4922,63,1924
Somalia,12-06-2020,4525,121,3480
Gambia,12-06-2020,3770,123,3615
Burkina Faso,12-06-2020,3212,68,2711
South Sudan,12-06-2020,3181,62,2977
Togo,12-06-2020,3095,65,2653
Benin,12-06-2020,3055,44,2907
Guinea-Bissau,12-06-2020,2441,44,2327
Sierra Leone,12-06-2020,2426,74,1846
Lesotho,12-06-2020,2150,44,1278
Niger,12-06-2020,1856,77,1237
Chad,12-06-2020,1725,102,1564
Liberia,12-06-2020,1676,83,1358
Sao Tome and Principe,12-06-2020,999,17,937
Burundi,12-06-2020,694,1,575
Eritrea,12-06-2020,632,0,508
Comoros,12-06-2020,616,7,600
Tanzania,12-06-2020,509,21,183
Mauritius,12-06-2020,508,10,465
Seychelles,12-06-2020,184,0,168
Western Sahara,12-06-2020,10,1,8
