Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-23-2020,712412,18891,643523
Morocco,10-23-2020,190416,3205,157175
Egypt,10-23-2020,106230,6176,98713
Ethiopia,10-23-2020,92229,1400,46118
Nigeria,10-23-2020,61882,1129,57190
Algeria,10-23-2020,55630,1897,38788
Libya,10-23-2020,53384,774,29619
Kenya,10-23-2020,47843,884,33421
Ghana,10-23-2020,47601,314,46824
Tunisia,10-23-2020,47214,784,5032
Cameroon,10-23-2020,21570,425,20117
Cote d'Ivoire,10-23-2020,20405,121,20100
Madagascar,10-23-2020,16810,238,16215
Zambia,10-23-2020,16095,346,15179
Senegal,10-23-2020,15525,321,14082
Sudan,10-23-2020,13724,836,6764
Namibia,10-23-2020,12501,133,10748
Mozambique,10-23-2020,11748,82,9234
Guinea,10-23-2020,11635,71,10474
Uganda,10-23-2020,11163,99,7269
Congo (Kinshasa),10-23-2020,11122,304,10379
Gabon,10-23-2020,8919,54,8512
Angola,10-23-2020,8829,265,3384
Zimbabwe,10-23-2020,8257,236,7771
Cabo Verde,10-23-2020,8198,94,7034
Mauritania,10-23-2020,7662,163,7374
Botswana,10-23-2020,5923,21,927
Malawi,10-23-2020,5885,183,5287
Eswatini,10-23-2020,5831,116,5485
Djibouti,10-23-2020,5528,61,5393
Congo (Brazzaville),10-23-2020,5156,92,3887
Equatorial Guinea,10-23-2020,5074,83,4961
Rwanda,10-23-2020,5052,34,4806
Central African Republic,10-23-2020,4862,62,1924
Somalia,10-23-2020,3897,102,3166
Gambia,10-23-2020,3659,119,2660
Mali,10-23-2020,3444,132,2620
South Sudan,10-23-2020,2876,56,1290
Benin,10-23-2020,2557,41,2330
Burkina Faso,10-23-2020,2433,65,1996
Guinea-Bissau,10-23-2020,2403,41,1818
Sierra Leone,10-23-2020,2343,74,1782
Togo,10-23-2020,2162,52,1586
Lesotho,10-23-2020,1934,43,961
Chad,10-23-2020,1423,96,1234
Liberia,10-23-2020,1393,82,1278
Niger,10-23-2020,1215,69,1128
Sao Tome and Principe,10-23-2020,938,15,898
Burundi,10-23-2020,553,1,497
Comoros,10-23-2020,517,7,494
Tanzania,10-23-2020,509,21,183
Eritrea,10-23-2020,461,0,405
Mauritius,10-23-2020,435,10,386
Seychelles,10-23-2020,153,0,149
Western Sahara,10-23-2020,10,1,8
