Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-21-2020,930711,24907,796346
Morocco,12-21-2020,418002,7000,380134
Egypt,12-21-2020,126273,7130,107162
Tunisia,12-21-2020,121718,4199,87884
Ethiopia,12-21-2020,120348,1861,103681
Algeria,12-21-2020,95659,2675,63644
Libya,12-21-2020,95200,1369,65532
Kenya,12-21-2020,94614,1644,76060
Nigeria,12-21-2020,78790,1227,68493
Ghana,12-21-2020,53954,333,52675
Uganda,12-21-2020,31384,238,10549
Cameroon,12-21-2020,25849,448,23851
Sudan,12-21-2020,22963,1450,13260
Cote d'Ivoire,12-21-2020,21932,133,21517
Namibia,12-21-2020,19299,180,16041
Zambia,12-21-2020,18768,375,17818
Senegal,12-21-2020,17879,371,16562
Mozambique,12-21-2020,17695,149,15733
Madagascar,12-21-2020,17633,260,17147
Angola,12-21-2020,16686,390,9695
Congo (Kinshasa),12-21-2020,15669,370,13660
Botswana,12-21-2020,13622,38,11147
Guinea,12-21-2020,13578,80,13001
Mauritania,12-21-2020,12567,286,8909
Zimbabwe,12-21-2020,12422,322,10112
Cabo Verde,12-21-2020,11600,111,11270
Gabon,12-21-2020,9420,64,9283
Eswatini,12-21-2020,7562,141,6761
Rwanda,12-21-2020,7402,65,6100
Mali,12-21-2020,6232,225,3858
Malawi,12-21-2020,6202,187,5664
Congo (Brazzaville),12-21-2020,6200,100,4988
Djibouti,12-21-2020,5783,61,5668
Burkina Faso,12-21-2020,5301,76,3758
Equatorial Guinea,12-21-2020,5231,85,5077
Central African Republic,12-21-2020,4936,63,1924
Somalia,12-21-2020,4662,124,3566
Gambia,12-21-2020,3786,123,3656
Togo,12-21-2020,3436,66,3054
South Sudan,12-21-2020,3234,62,3111
Benin,12-21-2020,3167,44,3061
Niger,12-21-2020,2724,87,1432
Lesotho,12-21-2020,2546,48,1445
Sierra Leone,12-21-2020,2509,75,1856
Guinea-Bissau,12-21-2020,2447,44,2378
Chad,12-21-2020,1902,102,1633
Liberia,12-21-2020,1779,83,1406
Sao Tome and Principe,12-21-2020,1012,17,958
Eritrea,12-21-2020,807,0,597
Burundi,12-21-2020,762,2,687
Comoros,12-21-2020,666,7,611
Mauritius,12-21-2020,524,10,489
Tanzania,12-21-2020,509,21,183
Seychelles,12-21-2020,205,0,184
