Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-06-2020,638517,14889,563891
Egypt,09-06-2020,99863,5530,78108
Morocco,09-06-2020,72394,1361,55274
Ethiopia,09-06-2020,58672,918,21307
Nigeria,09-06-2020,55005,1057,43013
Algeria,09-06-2020,46364,1556,32745
Ghana,09-06-2020,44777,283,43693
Kenya,09-06-2020,35103,597,21230
Cameroon,09-06-2020,19604,415,18448
Cote d'Ivoire,09-06-2020,18588,119,17472
Libya,09-06-2020,17749,285,2081
Madagascar,09-06-2020,15319,200,14139
Senegal,09-06-2020,13987,290,9922
Sudan,09-06-2020,13437,833,6730
Zambia,09-06-2020,12776,295,11674
Congo (Kinshasa),09-06-2020,10210,260,9439
Guinea,09-06-2020,9798,61,8928
Namibia,09-06-2020,8685,89,3786
Gabon,09-06-2020,8601,53,7424
Mauritania,09-06-2020,7142,160,6669
Zimbabwe,09-06-2020,6837,206,5345
Malawi,09-06-2020,5614,175,3551
Djibouti,09-06-2020,5388,61,5327
Tunisia,09-06-2020,5041,93,1752
Equatorial Guinea,09-06-2020,4972,83,4413
Eswatini,09-06-2020,4853,94,3951
Central African Republic,09-06-2020,4729,62,1818
Congo (Brazzaville),09-06-2020,4628,102,1742
Mozambique,09-06-2020,4444,27,2615
Rwanda,09-06-2020,4374,19,2235
Cabo Verde,09-06-2020,4330,42,3628
Uganda,09-06-2020,3667,41,1564
Somalia,09-06-2020,3362,97,2696
Gambia,09-06-2020,3197,99,1315
Angola,09-06-2020,2965,117,1198
Mali,09-06-2020,2842,127,2238
South Sudan,09-06-2020,2544,48,1290
Guinea-Bissau,09-06-2020,2245,38,1127
Benin,09-06-2020,2213,40,1793
Sierra Leone,09-06-2020,2054,71,1611
Botswana,09-06-2020,2002,8,493
Togo,09-06-2020,1488,32,1106
Burkina Faso,09-06-2020,1452,55,1103
Liberia,09-06-2020,1307,82,1182
Niger,09-06-2020,1177,69,1091
Lesotho,09-06-2020,1148,31,528
Chad,09-06-2020,1039,79,918
Sao Tome and Principe,09-06-2020,898,15,859
Tanzania,09-06-2020,509,21,183
Burundi,09-06-2020,462,1,357
Comoros,09-06-2020,452,7,410
Mauritius,09-06-2020,356,10,335
Eritrea,09-06-2020,330,0,295
Seychelles,09-06-2020,136,0,127
Western Sahara,09-06-2020,10,1,8
