Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-27-2020,781941,21378,722876
Morocco,11-27-2020,345276,5689,294036
Egypt,11-27-2020,114832,6608,102390
Ethiopia,11-27-2020,108438,1686,67506
Tunisia,11-27-2020,93770,3106,68464
Kenya,11-27-2020,81656,1441,54125
Libya,11-27-2020,81273,1153,52299
Algeria,11-27-2020,80168,2372,51946
Nigeria,11-27-2020,67220,1171,62686
Ghana,11-27-2020,51225,323,50127
Cameroon,11-27-2020,24117,437,22177
Cote d'Ivoire,11-27-2020,21232,131,20873
Uganda,11-27-2020,19588,197,8840
Zambia,11-27-2020,17569,357,16845
Madagascar,11-27-2020,17341,251,16657
Sudan,11-27-2020,16864,1215,9964
Senegal,11-27-2020,15981,332,15569
Mozambique,11-27-2020,15506,128,13631
Angola,11-27-2020,15008,342,7697
Namibia,11-27-2020,14207,149,13388
Guinea,11-27-2020,13039,76,11982
Congo (Kinshasa),11-27-2020,12470,333,11495
Cabo Verde,11-27-2020,10626,105,10088
Botswana,11-27-2020,10258,31,7717
Zimbabwe,11-27-2020,9714,275,8470
Gabon,11-27-2020,9191,59,9037
Mauritania,11-27-2020,8424,172,7665
Eswatini,11-27-2020,6362,120,5959
Malawi,11-27-2020,6024,185,5453
Rwanda,11-27-2020,5872,47,5397
Congo (Brazzaville),11-27-2020,5774,94,4988
Djibouti,11-27-2020,5676,61,5576
Equatorial Guinea,11-27-2020,5146,85,5005
Central African Republic,11-27-2020,4913,63,1924
Mali,11-27-2020,4567,149,3091
Somalia,11-27-2020,4451,113,3417
Gambia,11-27-2020,3731,123,3590
South Sudan,11-27-2020,3104,61,2954
Benin,11-27-2020,2974,43,2579
Togo,11-27-2020,2926,64,2401
Burkina Faso,11-27-2020,2816,68,2579
Guinea-Bissau,11-27-2020,2422,43,2309
Sierra Leone,11-27-2020,2410,74,1833
Lesotho,11-27-2020,2109,44,1278
Chad,11-27-2020,1663,101,1499
Liberia,11-27-2020,1595,83,1343
Niger,11-27-2020,1472,70,1192
Sao Tome and Principe,11-27-2020,985,17,928
Burundi,11-27-2020,681,1,575
Comoros,11-27-2020,610,7,585
Eritrea,11-27-2020,566,0,477
Tanzania,11-27-2020,509,21,183
Mauritius,11-27-2020,501,10,443
Seychelles,11-27-2020,173,0,162
Western Sahara,11-27-2020,10,1,8
