Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-18-2020,901538,24285,783818
Morocco,12-18-2020,412393,6854,372725
Egypt,12-18-2020,124280,7041,106157
Ethiopia,12-18-2020,119025,1843,100859
Tunisia,12-18-2020,117582,4090,87884
Algeria,12-18-2020,94371,2647,62487
Libya,12-18-2020,93772,1346,63886
Kenya,12-18-2020,93761,1629,75274
Nigeria,12-18-2020,77013,1212,67484
Ghana,12-18-2020,53653,331,52331
Uganda,12-18-2020,30071,230,10251
Cameroon,12-18-2020,25472,445,23851
Sudan,12-18-2020,22265,1408,12873
Cote d'Ivoire,12-18-2020,21845,133,21420
Zambia,12-18-2020,18575,373,17729
Namibia,12-18-2020,18041,169,15626
Madagascar,12-18-2020,17587,259,16992
Senegal,12-18-2020,17559,357,16449
Mozambique,12-18-2020,17338,146,15365
Angola,12-18-2020,16562,384,9345
Congo (Kinshasa),12-18-2020,15089,366,13010
Guinea,12-18-2020,13511,80,12859
Botswana,12-18-2020,13014,38,10535
Zimbabwe,12-18-2020,12047,316,9894
Mauritania,12-18-2020,12046,264,8426
Cabo Verde,12-18-2020,11526,110,11164
Gabon,12-18-2020,9400,64,9254
Eswatini,12-18-2020,7202,136,6624
Rwanda,12-18-2020,7105,57,6089
Congo (Brazzaville),12-18-2020,6200,100,4988
Malawi,12-18-2020,6148,187,5662
Mali,12-18-2020,6120,215,3771
Djibouti,12-18-2020,5780,61,5641
Equatorial Guinea,12-18-2020,5214,85,5064
Central African Republic,12-18-2020,4936,63,1924
Burkina Faso,12-18-2020,4832,74,3403
Somalia,12-18-2020,4662,124,3566
Gambia,12-18-2020,3786,123,3654
Togo,12-18-2020,3350,66,2933
South Sudan,12-18-2020,3228,62,3090
Benin,12-18-2020,3152,44,2972
Niger,12-18-2020,2560,85,1377
Lesotho,12-18-2020,2546,48,1445
Sierra Leone,12-18-2020,2486,75,1854
Guinea-Bissau,12-18-2020,2447,44,2378
Chad,12-18-2020,1839,102,1630
Liberia,12-18-2020,1779,83,1406
Sao Tome and Principe,12-18-2020,1011,17,955
Burundi,12-18-2020,751,1,640
Eritrea,12-18-2020,741,0,572
Comoros,12-18-2020,643,7,610
Mauritius,12-18-2020,524,10,489
Tanzania,12-18-2020,509,21,183
Seychelles,12-18-2020,202,0,184
