Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-21-2020,603338,12843,500102
Egypt,08-21-2020,97148,5231,64318
Nigeria,08-21-2020,51304,996,37885
Morocco,08-21-2020,49247,817,34199
Ghana,08-21-2020,43325,261,41408
Algeria,08-21-2020,40667,1418,28587
Ethiopia,08-21-2020,37665,637,13913
Kenya,08-21-2020,31763,532,18157
Cameroon,08-21-2020,18762,408,16540
Cote d'Ivoire,08-21-2020,17310,112,14820
Madagascar,08-21-2020,14218,178,13206
Senegal,08-21-2020,12689,262,8165
Sudan,08-21-2020,12623,812,6476
Zambia,08-21-2020,10627,277,9126
Libya,08-21-2020,10121,180,1053
Congo (Kinshasa),08-21-2020,9802,248,8920
Guinea,08-21-2020,8932,53,7648
Gabon,08-21-2020,8388,53,6734
Mauritania,08-21-2020,6885,158,6186
Zimbabwe,08-21-2020,5815,152,4587
Djibouti,08-21-2020,5382,60,5233
Malawi,08-21-2020,5322,166,2929
Namibia,08-21-2020,5227,42,2457
Equatorial Guinea,08-21-2020,4926,83,2713
Central African Republic,08-21-2020,4679,61,1755
Eswatini,08-21-2020,4128,81,2682
Congo (Brazzaville),08-21-2020,3850,77,1625
Cabo Verde,08-21-2020,3412,37,2498
Somalia,08-21-2020,3265,93,2396
Mozambique,08-21-2020,3195,20,1406
Rwanda,08-21-2020,2780,11,1712
Mali,08-21-2020,2688,125,2007
Tunisia,08-21-2020,2607,64,1420
South Sudan,08-21-2020,2497,47,1290
Gambia,08-21-2020,2437,84,455
Guinea-Bissau,08-21-2020,2149,33,1015
Benin,08-21-2020,2095,39,1705
Angola,08-21-2020,2068,94,804
Sierra Leone,08-21-2020,1972,69,1542
Uganda,08-21-2020,1848,19,1199
Botswana,08-21-2020,1308,3,136
Burkina Faso,08-21-2020,1297,55,1034
Liberia,08-21-2020,1285,82,803
Togo,08-21-2020,1239,27,891
Niger,08-21-2020,1172,69,1083
Lesotho,08-21-2020,1015,30,472
Chad,08-21-2020,981,76,869
Sao Tome and Principe,08-21-2020,891,15,830
Tanzania,08-21-2020,509,21,183
Burundi,08-21-2020,426,1,336
Comoros,08-21-2020,417,7,396
Mauritius,08-21-2020,346,10,334
Eritrea,08-21-2020,306,0,274
Seychelles,08-21-2020,132,0,126
Western Sahara,08-21-2020,10,1,8
