Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-08-2020,686891,17408,618771
Morocco,10-08-2020,142953,2486,120275
Egypt,10-08-2020,104156,6017,97524
Ethiopia,10-08-2020,81797,1262,36434
Nigeria,10-08-2020,59841,1113,51551
Algeria,10-08-2020,52658,1783,36958
Ghana,10-08-2020,46947,306,46259
Libya,10-08-2020,40292,616,23130
Kenya,10-08-2020,40178,751,31710
Tunisia,10-08-2020,26899,409,5032
Cameroon,10-08-2020,21203,423,20117
Cote d'Ivoire,10-08-2020,19982,120,19626
Madagascar,10-08-2020,16654,235,15910
Zambia,10-08-2020,15301,335,14365
Senegal,10-08-2020,15190,313,13068
Sudan,10-08-2020,13670,836,6764
Namibia,10-08-2020,11781,127,9759
Guinea,10-08-2020,10901,68,10232
Congo (Kinshasa),10-08-2020,10822,276,10242
Mozambique,10-08-2020,9639,68,6911
Uganda,10-08-2020,9442,85,5781
Gabon,10-08-2020,8815,54,8164
Zimbabwe,10-08-2020,7951,229,6446
Mauritania,10-08-2020,7540,162,7227
Cabo Verde,10-08-2020,6717,71,5821
Angola,10-08-2020,5958,208,2635
Malawi,10-08-2020,5809,180,4626
Eswatini,10-08-2020,5632,113,5231
Djibouti,10-08-2020,5423,61,5355
Congo (Brazzaville),10-08-2020,5089,89,3887
Equatorial Guinea,10-08-2020,5062,83,4894
Rwanda,10-08-2020,4885,29,3542
Central African Republic,10-08-2020,4853,62,1914
Somalia,10-08-2020,3745,99,3010
Gambia,10-08-2020,3617,117,2437
Mali,10-08-2020,3235,131,2506
Botswana,10-08-2020,3219,18,834
South Sudan,10-08-2020,2749,53,1290
Benin,10-08-2020,2411,41,1973
Guinea-Bissau,10-08-2020,2385,40,1728
Sierra Leone,10-08-2020,2293,72,1721
Burkina Faso,10-08-2020,2241,60,1506
Togo,10-08-2020,1907,49,1426
Lesotho,10-08-2020,1786,41,926
Liberia,10-08-2020,1360,82,1245
Chad,10-08-2020,1262,89,1098
Niger,10-08-2020,1201,69,1122
Sao Tome and Principe,10-08-2020,921,15,890
Burundi,10-08-2020,515,1,472
Tanzania,10-08-2020,509,21,183
Comoros,10-08-2020,495,7,475
Eritrea,10-08-2020,405,0,364
Mauritius,10-08-2020,395,10,358
Seychelles,10-08-2020,148,0,143
Western Sahara,10-08-2020,10,1,8
