Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-17-2020,892813,24011,780313
Morocco,12-17-2020,409746,6804,369998
Egypt,12-17-2020,123701,7015,105919
Ethiopia,12-17-2020,118481,1831,99751
Tunisia,12-17-2020,115966,4032,87884
Algeria,12-17-2020,93933,2640,62089
Kenya,12-17-2020,93405,1618,74999
Libya,12-17-2020,93283,1337,63231
Nigeria,12-17-2020,76207,1201,67110
Ghana,12-17-2020,53553,331,52266
Uganda,12-17-2020,29361,228,10172
Cameroon,12-17-2020,25472,445,23851
Sudan,12-17-2020,22265,1408,12873
Cote d'Ivoire,12-17-2020,21772,133,21401
Zambia,12-17-2020,18504,369,17680
Namibia,12-17-2020,17607,164,15373
Madagascar,12-17-2020,17587,259,16992
Senegal,12-17-2020,17451,355,16384
Mozambique,12-17-2020,17256,145,15257
Angola,12-17-2020,16484,382,9266
Congo (Kinshasa),12-17-2020,15089,366,13010
Guinea,12-17-2020,13485,80,12773
Botswana,12-17-2020,13014,38,10535
Zimbabwe,12-17-2020,11866,314,9836
Mauritania,12-17-2020,11805,254,8372
Cabo Verde,12-17-2020,11502,110,11137
Gabon,12-17-2020,9373,63,9223
Eswatini,12-17-2020,7093,135,6579
Rwanda,12-17-2020,7032,57,6089
Congo (Brazzaville),12-17-2020,6200,100,4988
Malawi,12-17-2020,6138,187,5661
Mali,12-17-2020,6049,211,3718
Djibouti,12-17-2020,5770,61,5635
Equatorial Guinea,12-17-2020,5214,85,5064
Central African Republic,12-17-2020,4936,63,1924
Somalia,12-17-2020,4662,124,3566
Burkina Faso,12-17-2020,4611,73,3311
Gambia,12-17-2020,3786,123,3654
Togo,12-17-2020,3330,66,2890
South Sudan,12-17-2020,3222,62,3043
Benin,12-17-2020,3152,44,2972
Niger,12-17-2020,2506,84,1373
Sierra Leone,12-17-2020,2464,75,1854
Guinea-Bissau,12-17-2020,2447,44,2378
Lesotho,12-17-2020,2400,46,1435
Chad,12-17-2020,1818,102,1626
Liberia,12-17-2020,1779,83,1406
Sao Tome and Principe,12-17-2020,1011,17,955
Burundi,12-17-2020,751,1,640
Eritrea,12-17-2020,741,0,572
Comoros,12-17-2020,643,7,610
Mauritius,12-17-2020,524,10,489
Tanzania,12-17-2020,509,21,183
Seychelles,12-17-2020,202,0,184
