Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-26-2020,994911,26521,839194
Morocco,12-26-2020,430562,7204,396095
Egypt,12-26-2020,131315,7352,109462
Tunisia,12-26-2020,130230,4426,99514
Ethiopia,12-26-2020,122413,1901,108269
Algeria,12-26-2020,97857,2722,65505
Libya,12-26-2020,97653,1415,68289
Kenya,12-26-2020,95843,1655,76998
Nigeria,12-26-2020,83576,1247,70495
Ghana,12-26-2020,54286,333,53082
Uganda,12-26-2020,33563,245,11055
Cameroon,12-26-2020,26277,448,24892
Sudan,12-26-2020,23316,1468,13524
Cote d'Ivoire,12-26-2020,22081,133,21697
Namibia,12-26-2020,21398,187,17851
Zambia,12-26-2020,19671,382,18200
Senegal,12-26-2020,18523,387,16881
Mozambique,12-26-2020,18162,159,16109
Madagascar,12-26-2020,17633,260,17147
Angola,12-26-2020,17149,399,9976
Congo (Kinshasa),12-26-2020,16763,573,13982
Botswana,12-26-2020,14025,40,11627
Guinea,12-26-2020,13646,80,13049
Mauritania,12-26-2020,13516,321,10065
Zimbabwe,12-26-2020,12963,341,10519
Cabo Verde,12-26-2020,11698,112,11426
Gabon,12-26-2020,9497,64,9331
Eswatini,12-26-2020,8367,163,7016
Rwanda,12-26-2020,7817,72,6227
Congo (Brazzaville),12-26-2020,6908,107,5831
Mali,12-26-2020,6574,249,4204
Malawi,12-26-2020,6343,188,5680
Burkina Faso,12-26-2020,6255,77,4588
Djibouti,12-26-2020,5805,61,5699
Equatorial Guinea,12-26-2020,5236,85,5078
Central African Republic,12-26-2020,4948,63,1924
Somalia,12-26-2020,4690,127,3605
Gambia,12-26-2020,3791,123,3659
Togo,12-26-2020,3555,68,3261
South Sudan,12-26-2020,3455,62,3118
Benin,12-26-2020,3205,44,3061
Niger,12-26-2020,3057,94,1673
Lesotho,12-26-2020,2725,51,1466
Sierra Leone,12-26-2020,2549,76,1870
Guinea-Bissau,12-26-2020,2447,45,2386
Chad,12-26-2020,1986,103,1654
Liberia,12-26-2020,1779,83,1406
Sao Tome and Principe,12-26-2020,1014,17,963
Eritrea,12-26-2020,992,1,600
Burundi,12-26-2020,786,2,687
Comoros,12-26-2020,715,7,626
Mauritius,12-26-2020,527,10,496
Tanzania,12-26-2020,509,21,183
Seychelles,12-26-2020,205,0,184
