Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-24-2020,714246,18944,644641
Morocco,10-24-2020,194461,3255,160372
Egypt,10-24-2020,106397,6187,98813
Ethiopia,10-24-2020,92858,1419,46842
Nigeria,10-24-2020,61930,1129,57285
Algeria,10-24-2020,55880,1907,38932
Libya,10-24-2020,54374,790,29965
Tunisia,10-24-2020,48799,819,5032
Kenya,10-24-2020,48790,896,33876
Ghana,10-24-2020,47690,316,46887
Cameroon,10-24-2020,21570,425,20117
Cote d'Ivoire,10-24-2020,20429,121,20137
Madagascar,10-24-2020,16968,244,16301
Zambia,10-24-2020,16117,348,15179
Senegal,10-24-2020,15543,321,14161
Sudan,10-24-2020,13742,837,6764
Namibia,10-24-2020,12579,133,10775
Mozambique,10-24-2020,11895,85,9244
Guinea,10-24-2020,11635,71,10474
Uganda,10-24-2020,11297,99,7281
Congo (Kinshasa),10-24-2020,11143,305,10467
Angola,10-24-2020,9026,267,3461
Gabon,10-24-2020,8919,54,8512
Cabo Verde,10-24-2020,8322,94,7234
Zimbabwe,10-24-2020,8269,236,7785
Mauritania,10-24-2020,7663,163,7378
Botswana,10-24-2020,5923,21,927
Malawi,10-24-2020,5887,183,5288
Eswatini,10-24-2020,5847,116,5491
Djibouti,10-24-2020,5530,61,5398
Congo (Brazzaville),10-24-2020,5253,92,3887
Equatorial Guinea,10-24-2020,5079,83,4962
Rwanda,10-24-2020,5060,34,4806
Central African Republic,10-24-2020,4862,62,1924
Somalia,10-24-2020,3897,102,3166
Gambia,10-24-2020,3659,119,2660
Mali,10-24-2020,3472,132,2636
South Sudan,10-24-2020,2878,56,1290
Benin,10-24-2020,2557,41,2330
Burkina Faso,10-24-2020,2444,65,1997
Guinea-Bissau,10-24-2020,2403,41,1818
Sierra Leone,10-24-2020,2345,74,1784
Togo,10-24-2020,2187,52,1591
Lesotho,10-24-2020,1940,43,970
Chad,10-24-2020,1434,96,1254
Liberia,10-24-2020,1393,82,1278
Niger,10-24-2020,1215,69,1128
Sao Tome and Principe,10-24-2020,940,15,900
Burundi,10-24-2020,555,1,497
Comoros,10-24-2020,517,7,494
Tanzania,10-24-2020,509,21,183
Eritrea,10-24-2020,461,0,405
Mauritius,10-24-2020,435,10,386
Seychelles,10-24-2020,153,0,149
Western Sahara,10-24-2020,10,1,8
