Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,12-27-2020,1004413,26735,844874
Morocco,12-27-2020,432079,7240,398060
Egypt,12-27-2020,132541,7405,110015
Tunisia,12-27-2020,131592,4466,100207
Ethiopia,12-27-2020,122864,1909,109293
Libya,12-27-2020,98381,1436,68990
Algeria,12-27-2020,98249,2728,65862
Kenya,12-27-2020,95923,1658,77423
Nigeria,12-27-2020,84414,1254,71034
Ghana,12-27-2020,54401,333,53180
Uganda,12-27-2020,33811,248,11180
Cameroon,12-27-2020,26277,448,24892
Sudan,12-27-2020,23316,1468,13524
Cote d'Ivoire,12-27-2020,22152,135,21752
Namibia,12-27-2020,21923,191,18039
Zambia,12-27-2020,19834,383,18210
Senegal,12-27-2020,18609,388,16936
Mozambique,12-27-2020,18265,161,16119
Madagascar,12-27-2020,17714,261,17228
Angola,12-27-2020,17240,399,10354
Congo (Kinshasa),12-27-2020,16839,579,14484
Botswana,12-27-2020,14025,40,11627
Guinea,12-27-2020,13674,80,13067
Mauritania,12-27-2020,13642,324,10297
Zimbabwe,12-27-2020,13077,349,10593
Cabo Verde,12-27-2020,11714,112,11447
Gabon,12-27-2020,9497,64,9331
Eswatini,12-27-2020,8484,165,7016
Rwanda,12-27-2020,7970,74,6289
Congo (Brazzaville),12-27-2020,6908,107,5831
Mali,12-27-2020,6629,253,4421
Malawi,12-27-2020,6354,188,5682
Burkina Faso,12-27-2020,6344,78,4775
Djibouti,12-27-2020,5813,61,5706
Equatorial Guinea,12-27-2020,5248,86,5097
Central African Republic,12-27-2020,4948,63,1924
Somalia,12-27-2020,4690,127,3605
Gambia,12-27-2020,3793,123,3660
Togo,12-27-2020,3555,68,3261
South Sudan,12-27-2020,3490,62,3118
Benin,12-27-2020,3205,44,3061
Niger,12-27-2020,3110,96,1673
Lesotho,12-27-2020,2725,51,1466
Sierra Leone,12-27-2020,2560,76,1872
Guinea-Bissau,12-27-2020,2447,45,2386
Chad,12-27-2020,2005,104,1662
Liberia,12-27-2020,1779,83,1406
Eritrea,12-27-2020,1039,1,623
Sao Tome and Principe,12-27-2020,1014,17,963
Burundi,12-27-2020,804,2,687
Comoros,12-27-2020,715,7,626
Mauritius,12-27-2020,527,10,496
Tanzania,12-27-2020,509,21,183
Seychelles,12-27-2020,205,0,184
