Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,09-23-2020,665188,16206,594229
Morocco,09-23-2020,107743,1918,88244
Egypt,09-23-2020,102375,5822,91843
Ethiopia,09-23-2020,71083,1141,29253
Nigeria,09-23-2020,57724,1102,48985
Algeria,09-23-2020,50400,1698,35428
Ghana,09-23-2020,46153,299,45299
Kenya,09-23-2020,37348,664,24253
Libya,09-23-2020,30097,469,16430
Cameroon,09-23-2020,20690,416,19124
Cote d'Ivoire,09-23-2020,19430,120,18875
Madagascar,09-23-2020,16167,226,14788
Senegal,09-23-2020,14795,303,11718
Zambia,09-23-2020,14443,332,13629
Sudan,09-23-2020,13578,836,6760
Tunisia,09-23-2020,12479,174,2386
Namibia,09-23-2020,10663,117,8431
Congo (Kinshasa),09-23-2020,10537,271,10041
Guinea,09-23-2020,10434,65,9801
Gabon,09-23-2020,8716,54,7906
Zimbabwe,09-23-2020,7725,227,6007
Mauritania,09-23-2020,7425,161,7028
Mozambique,09-23-2020,7262,49,4350
Uganda,09-23-2020,6879,69,2961
Malawi,09-23-2020,5746,179,4140
Cabo Verde,09-23-2020,5412,54,4837
Djibouti,09-23-2020,5407,61,5338
Eswatini,09-23-2020,5343,108,4693
Equatorial Guinea,09-23-2020,5018,83,4509
Congo (Brazzaville),09-23-2020,5005,89,3887
Central African Republic,09-23-2020,4802,62,1830
Rwanda,09-23-2020,4779,27,2995
Angola,09-23-2020,4363,159,1473
Gambia,09-23-2020,3542,110,2011
Somalia,09-23-2020,3465,98,2877
Mali,09-23-2020,3034,130,2382
South Sudan,09-23-2020,2664,49,1290
Botswana,09-23-2020,2567,13,624
Benin,09-23-2020,2325,40,1954
Guinea-Bissau,09-23-2020,2324,39,1549
Sierra Leone,09-23-2020,2183,72,1665
Burkina Faso,09-23-2020,1929,56,1252
Togo,09-23-2020,1701,41,1297
Lesotho,09-23-2020,1507,35,766
Liberia,09-23-2020,1337,82,1219
Niger,09-23-2020,1193,69,1107
Chad,09-23-2020,1164,82,997
Sao Tome and Principe,09-23-2020,908,15,880
Tanzania,09-23-2020,509,21,183
Burundi,09-23-2020,476,1,462
Comoros,09-23-2020,470,7,453
Mauritius,09-23-2020,367,10,339
Eritrea,09-23-2020,364,0,309
Seychelles,09-23-2020,143,0,136
Western Sahara,09-23-2020,10,1,8
