Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,11-25-2020,775502,21201,716444
Morocco,11-25-2020,336506,5539,284496
Egypt,11-25-2020,114107,6585,102201
Ethiopia,11-25-2020,107109,1664,66574
Tunisia,11-25-2020,91307,2983,66459
Libya,11-25-2020,79797,1125,50914
Kenya,11-25-2020,79322,1417,52974
Algeria,11-25-2020,78025,2329,50712
Nigeria,11-25-2020,66805,1169,62493
Ghana,11-25-2020,51225,323,50127
Cameroon,11-25-2020,23915,437,22177
Cote d'Ivoire,11-25-2020,21168,131,20843
Uganda,11-25-2020,18890,191,8832
Zambia,11-25-2020,17535,357,16755
Madagascar,11-25-2020,17341,251,16657
Sudan,11-25-2020,16649,1210,9908
Senegal,11-25-2020,15927,331,15540
Mozambique,11-25-2020,15302,128,13459
Angola,11-25-2020,14821,340,7517
Namibia,11-25-2020,14006,145,13339
Guinea,11-25-2020,12929,76,11902
Congo (Kinshasa),11-25-2020,12365,331,11433
Cabo Verde,11-25-2020,10526,104,9900
Botswana,11-25-2020,9992,31,7692
Zimbabwe,11-25-2020,9508,274,8336
Gabon,11-25-2020,9173,59,9016
Mauritania,11-25-2020,8246,171,7646
Eswatini,11-25-2020,6272,120,5901
Malawi,11-25-2020,6018,185,5450
Rwanda,11-25-2020,5779,47,5317
Djibouti,11-25-2020,5670,61,5575
Congo (Brazzaville),11-25-2020,5632,93,4988
Equatorial Guinea,11-25-2020,5137,85,5005
Central African Republic,11-25-2020,4911,63,1924
Mali,11-25-2020,4461,148,3060
Somalia,11-25-2020,4445,113,3412
Gambia,11-25-2020,3727,123,3587
South Sudan,11-25-2020,3073,61,2938
Benin,11-25-2020,2974,43,2579
Togo,11-25-2020,2889,64,2320
Burkina Faso,11-25-2020,2777,68,2567
Guinea-Bissau,11-25-2020,2422,43,2309
Sierra Leone,11-25-2020,2408,74,1829
Lesotho,11-25-2020,2092,44,1277
Chad,11-25-2020,1655,101,1494
Liberia,11-25-2020,1578,83,1340
Niger,11-25-2020,1419,70,1170
Sao Tome and Principe,11-25-2020,982,17,926
Burundi,11-25-2020,673,1,575
Comoros,11-25-2020,607,7,579
Eritrea,11-25-2020,558,0,473
Tanzania,11-25-2020,509,21,183
Mauritius,11-25-2020,497,10,440
Seychelles,11-25-2020,166,0,159
Western Sahara,11-25-2020,10,1,8
