Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-18-2020,703793,18471,634543
Morocco,10-18-2020,173632,2928,143972
Egypt,10-18-2020,105424,6120,98247
Ethiopia,10-18-2020,89137,1352,42649
Nigeria,10-18-2020,61440,1125,56611
Algeria,10-18-2020,54402,1856,38088
Libya,10-18-2020,48790,725,26889
Ghana,10-18-2020,47310,310,46618
Kenya,10-18-2020,44881,832,31857
Tunisia,10-18-2020,40542,626,5032
Cameroon,10-18-2020,21441,423,20117
Cote d'Ivoire,10-18-2020,20323,121,20021
Madagascar,10-18-2020,16810,238,16215
Zambia,10-18-2020,15853,346,15005
Senegal,10-18-2020,15418,317,13814
Sudan,10-18-2020,13697,836,6764
Namibia,10-18-2020,12293,131,10422
Guinea,10-18-2020,11518,70,10427
Congo (Kinshasa),10-18-2020,11006,302,10356
Mozambique,10-18-2020,10866,75,8513
Uganda,10-18-2020,10590,97,6992
Gabon,10-18-2020,8881,54,8430
Zimbabwe,10-18-2020,8147,231,7678
Cabo Verde,10-18-2020,7752,86,6526
Angola,10-18-2020,7622,247,3030
Mauritania,10-18-2020,7608,163,7347
Malawi,10-18-2020,5857,181,4742
Eswatini,10-18-2020,5780,116,5415
Djibouti,10-18-2020,5459,61,5375
Botswana,10-18-2020,5242,20,905
Congo (Brazzaville),10-18-2020,5156,92,3887
Equatorial Guinea,10-18-2020,5070,83,4954
Rwanda,10-18-2020,4974,34,4783
Central African Republic,10-18-2020,4855,62,1924
Somalia,10-18-2020,3864,99,3089
Gambia,10-18-2020,3649,118,2649
Mali,10-18-2020,3388,132,2586
South Sudan,10-18-2020,2842,55,1290
Benin,10-18-2020,2496,41,2330
Guinea-Bissau,10-18-2020,2389,41,1782
Burkina Faso,10-18-2020,2381,65,1774
Sierra Leone,10-18-2020,2330,73,1760
Togo,10-18-2020,2057,51,1531
Lesotho,10-18-2020,1833,42,961
Chad,10-18-2020,1379,93,1181
Liberia,10-18-2020,1377,82,1268
Niger,10-18-2020,1210,69,1126
Sao Tome and Principe,10-18-2020,933,15,898
Burundi,10-18-2020,542,1,497
Tanzania,10-18-2020,509,21,183
Comoros,10-18-2020,502,7,485
Eritrea,10-18-2020,452,0,388
Mauritius,10-18-2020,417,10,364
Seychelles,10-18-2020,149,0,148
Western Sahara,10-18-2020,10,1,8
