Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-20-2020,706304,18656,639568
Morocco,10-20-2020,179003,3027,148838
Egypt,10-20-2020,105705,6142,98413
Ethiopia,10-20-2020,90490,1371,43638
Nigeria,10-20-2020,61630,1125,56797
Algeria,10-20-2020,54829,1873,38346
Libya,10-20-2020,50906,746,27832
Ghana,10-20-2020,47461,312,46752
Kenya,10-20-2020,45647,842,32522
Tunisia,10-20-2020,44450,711,5032
Cameroon,10-20-2020,21570,425,20117
Cote d'Ivoire,10-20-2020,20342,121,20044
Madagascar,10-20-2020,16810,238,16215
Zambia,10-20-2020,15982,346,15038
Senegal,10-20-2020,15459,320,13922
Sudan,10-20-2020,13724,836,6764
Namibia,10-20-2020,12367,132,10528
Guinea,10-20-2020,11538,70,10447
Mozambique,10-20-2020,11190,78,9007
Congo (Kinshasa),10-20-2020,11066,303,10362
Uganda,10-20-2020,10788,97,7066
Gabon,10-20-2020,8884,54,8452
Zimbabwe,10-20-2020,8187,233,7692
Angola,10-20-2020,8049,251,3037
Cabo Verde,10-20-2020,7901,87,6792
Mauritania,10-20-2020,7634,163,7359
Malawi,10-20-2020,5861,182,4757
Eswatini,10-20-2020,5800,116,5437
Botswana,10-20-2020,5609,21,915
Djibouti,10-20-2020,5499,61,5384
Congo (Brazzaville),10-20-2020,5156,92,3887
Equatorial Guinea,10-20-2020,5074,83,4954
Rwanda,10-20-2020,4996,34,4797
Central African Republic,10-20-2020,4858,62,1924
Somalia,10-20-2020,3890,101,3166
Gambia,10-20-2020,3655,118,2658
Mali,10-20-2020,3411,132,2593
South Sudan,10-20-2020,2847,55,1290
Benin,10-20-2020,2496,41,2330
Burkina Faso,10-20-2020,2406,65,1824
Guinea-Bissau,10-20-2020,2403,41,1818
Sierra Leone,10-20-2020,2336,73,1765
Togo,10-20-2020,2104,51,1555
Lesotho,10-20-2020,1918,43,961
Chad,10-20-2020,1399,93,1199
Liberia,10-20-2020,1384,82,1273
Niger,10-20-2020,1212,69,1128
Sao Tome and Principe,10-20-2020,933,15,898
Burundi,10-20-2020,550,1,497
Tanzania,10-20-2020,509,21,183
Comoros,10-20-2020,504,7,494
Eritrea,10-20-2020,452,0,388
Mauritius,10-20-2020,419,10,379
Seychelles,10-20-2020,149,0,148
Western Sahara,10-20-2020,10,1,8
