Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-30-2020,625056,14028,538604
Egypt,08-30-2020,98727,5399,72120
Morocco,08-30-2020,61399,1111,46355
Nigeria,08-30-2020,53865,1013,41513
Ethiopia,08-30-2020,51122,793,18382
Ghana,08-30-2020,44205,276,42777
Algeria,08-30-2020,44146,1501,30978
Kenya,08-30-2020,34057,574,19688
Cameroon,08-30-2020,19142,411,17651
Cote d'Ivoire,08-30-2020,17948,115,16553
Madagascar,08-30-2020,14843,191,13802
Senegal,08-30-2020,13556,284,9388
Libya,08-30-2020,13423,232,1410
Sudan,08-30-2020,13189,823,6612
Zambia,08-30-2020,12025,287,11454
Congo (Kinshasa),08-30-2020,10045,258,9103
Guinea,08-30-2020,9371,59,8387
Gabon,08-30-2020,8505,53,7187
Namibia,08-30-2020,7365,72,2929
Mauritania,08-30-2020,7016,159,6430
Zimbabwe,08-30-2020,6412,196,5061
Malawi,08-30-2020,5536,174,3147
Djibouti,08-30-2020,5385,60,5319
Equatorial Guinea,08-30-2020,4941,83,3884
Central African Republic,08-30-2020,4700,61,1784
Eswatini,08-30-2020,4561,91,3478
Rwanda,08-30-2020,4020,16,1918
Congo (Brazzaville),08-30-2020,3979,78,1742
Cabo Verde,08-30-2020,3852,40,2867
Mozambique,08-30-2020,3821,23,2100
Tunisia,08-30-2020,3685,76,1562
Somalia,08-30-2020,3310,98,2481
Gambia,08-30-2020,2963,96,1032
Uganda,08-30-2020,2928,30,1288
Mali,08-30-2020,2773,126,2169
Angola,08-30-2020,2624,107,1063
South Sudan,08-30-2020,2519,47,1290
Guinea-Bissau,08-30-2020,2205,34,1127
Benin,08-30-2020,2145,40,1738
Sierra Leone,08-30-2020,2022,70,1594
Botswana,08-30-2020,1633,6,224
Togo,08-30-2020,1396,27,996
Burkina Faso,08-30-2020,1357,55,1058
Liberia,08-30-2020,1304,82,872
Niger,08-30-2020,1175,69,1085
Lesotho,08-30-2020,1085,31,528
Chad,08-30-2020,1012,77,878
Sao Tome and Principe,08-30-2020,896,15,851
Tanzania,08-30-2020,509,21,183
Burundi,08-30-2020,445,1,357
Comoros,08-30-2020,423,7,399
Mauritius,08-30-2020,355,10,335
Eritrea,08-30-2020,318,0,284
Seychelles,08-30-2020,136,0,127
Western Sahara,08-30-2020,10,1,8
