Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,10-10-2020,690896,17673,622153
Morocco,10-10-2020,149841,2572,124854
Egypt,10-10-2020,104387,6040,97643
Ethiopia,10-10-2020,83429,1277,37683
Nigeria,10-10-2020,60103,1115,51711
Algeria,10-10-2020,52940,1795,37170
Ghana,10-10-2020,47005,306,46398
Libya,10-10-2020,41686,623,23791
Kenya,10-10-2020,41158,760,31876
Tunisia,10-10-2020,31259,456,5032
Cameroon,10-10-2020,21203,423,20117
Cote d'Ivoire,10-10-2020,20128,120,19752
Madagascar,10-10-2020,16702,237,16012
Zambia,10-10-2020,15415,337,14541
Senegal,10-10-2020,15244,314,13198
Sudan,10-10-2020,13670,836,6764
Namibia,10-10-2020,11891,128,9807
Guinea,10-10-2020,10996,69,10304
Congo (Kinshasa),10-10-2020,10841,276,10242
Mozambique,10-10-2020,9844,70,7203
Uganda,10-10-2020,9701,93,6022
Gabon,10-10-2020,8835,54,8189
Zimbabwe,10-10-2020,8010,230,6492
Mauritania,10-10-2020,7550,163,7266
Cabo Verde,10-10-2020,6913,74,5970
Angola,10-10-2020,6246,218,2716
Malawi,10-10-2020,5821,180,4644
Eswatini,10-10-2020,5660,113,5282
Djibouti,10-10-2020,5423,61,5355
Congo (Brazzaville),10-10-2020,5118,90,3887
Equatorial Guinea,10-10-2020,5063,83,4894
Rwanda,10-10-2020,4892,30,3566
Central African Republic,10-10-2020,4854,62,1924
Somalia,10-10-2020,3847,99,3079
Gambia,10-10-2020,3628,117,2540
Mali,10-10-2020,3273,132,2525
Botswana,10-10-2020,3219,18,834
South Sudan,10-10-2020,2761,54,1290
Benin,10-10-2020,2411,41,1973
Guinea-Bissau,10-10-2020,2385,40,1728
Sierra Leone,10-10-2020,2300,72,1725
Burkina Faso,10-10-2020,2271,61,1542
Togo,10-10-2020,1935,49,1444
Lesotho,10-10-2020,1800,42,926
Liberia,10-10-2020,1363,82,1245
Chad,10-10-2020,1291,92,1103
Niger,10-10-2020,1201,69,1123
Sao Tome and Principe,10-10-2020,922,15,890
Burundi,10-10-2020,517,1,472
Tanzania,10-10-2020,509,21,183
Comoros,10-10-2020,495,7,475
Eritrea,10-10-2020,414,0,372
Mauritius,10-10-2020,395,10,358
Seychelles,10-10-2020,148,0,144
Western Sahara,10-10-2020,10,1,8
