Country/Region,Date,Confirmed,Deaths,Recovered
South Africa,08-27-2020,618286,13628,531338
Egypt,08-27-2020,98062,5342,69612
Morocco,08-27-2020,57085,1011,41901
Nigeria,08-27-2020,53317,1011,40726
Ethiopia,08-27-2020,46407,745,16829
Ghana,08-27-2020,43841,270,42246
Algeria,08-27-2020,43016,1475,30157
Kenya,08-27-2020,33389,567,19368
Cameroon,08-27-2020,19142,411,17651
Cote d'Ivoire,08-27-2020,17702,115,16139
Madagascar,08-27-2020,14592,184,13686
Senegal,08-27-2020,13294,277,8974
Sudan,08-27-2020,13045,823,6594
Libya,08-27-2020,12274,219,1209
Zambia,08-27-2020,11601,282,10840
Congo (Kinshasa),08-27-2020,9915,255,9020
Guinea,08-27-2020,9213,58,8180
Gabon,08-27-2020,8468,53,7066
Mauritania,08-27-2020,6993,158,6381
Namibia,08-27-2020,6712,60,2776
Zimbabwe,08-27-2020,6292,189,5010
Malawi,08-27-2020,5496,173,3121
Djibouti,08-27-2020,5383,60,5307
Equatorial Guinea,08-27-2020,4928,83,3798
Central African Republic,08-27-2020,4698,61,1782
Eswatini,08-27-2020,4433,89,3115
Congo (Brazzaville),08-27-2020,3979,78,1742
Cabo Verde,08-27-2020,3699,38,2749
Rwanda,08-27-2020,3672,15,1863
Mozambique,08-27-2020,3651,21,1968
Tunisia,08-27-2020,3323,73,1504
Somalia,08-27-2020,3275,95,2443
Gambia,08-27-2020,2743,93,638
Mali,08-27-2020,2730,126,2054
Uganda,08-27-2020,2679,28,1268
South Sudan,08-27-2020,2514,47,1290
Angola,08-27-2020,2415,105,1335
Guinea-Bissau,08-27-2020,2205,34,1127
Benin,08-27-2020,2145,40,1738
Sierra Leone,08-27-2020,2013,70,1581
Botswana,08-27-2020,1562,3,199
Burkina Faso,08-27-2020,1352,55,1058
Togo,08-27-2020,1326,27,946
Liberia,08-27-2020,1298,82,832
Niger,08-27-2020,1173,69,1084
Lesotho,08-27-2020,1051,31,526
Chad,08-27-2020,1004,77,875
Sao Tome and Principe,08-27-2020,894,15,846
Tanzania,08-27-2020,509,21,183
Burundi,08-27-2020,431,1,345
Comoros,08-27-2020,422,7,399
Mauritius,08-27-2020,355,10,335
Eritrea,08-27-2020,317,0,284
Seychelles,08-27-2020,136,0,127
Western Sahara,08-27-2020,10,1,8
