Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2021-03-09,1522697,50906,1444282,27509,2567.396179331973,3.343147060774402
Morocco,2021-03-09,486833,8695,473208,4930,1318.9374441223483,1.7860334036517655
Tunisia,2021-03-09,238613,8268,205176,25169,2018.8933073864116,3.4650249567290974
Egypt,2021-03-09,187716,11082,144917,31717,183.43463560497977,5.903599053889918
Ethiopia,2021-03-09,168335,2451,139532,26352,146.42409797849763,1.456025187869427
Nigeria,2021-03-09,159252,1988,139056,18208,77.25429319879693,1.2483359706628487
Libya,2021-03-09,140688,2297,128002,10389,2047.5622180177559,1.6326907767542365
Algeria,2021-03-09,114543,3022,79319,32202,261.2095505233632,2.6383105034790426
Kenya,2021-03-09,109643,1886,87736,20021,203.9073106321251,1.720128051950421
Ghana,2021-03-09,86737,656,81299,4782,279.1394458211309,0.756309302835007
Zambia,2021-03-09,82897,1137,79162,2598,450.9192776327241,1.3715816012642195
Mozambique,2021-03-09,62882,700,47729,14453,201.19020956646935,1.1131961451607773
Uganda,2021-03-09,40490,334,15075,25081,88.52014603965807,0.8248950358113114
Namibia,2021-03-09,40337,444,37893,2000,1587.4458874458874,1.100726380246424
Cameroon,2021-03-09,36794,566,32936,3292,138.60468620507797,1.538294287112029
Zimbabwe,2021-03-09,36321,1489,33919,913,244.37193029670996,4.0995567302662375
Senegal,2021-03-09,36039,930,31184,3925,215.2353081700908,2.580537750769999
Cote d'Ivoire,2021-03-09,35477,206,32882,2389,134.49465463643946,0.58065789102799
Botswana,2021-03-09,32912,413,27765,4734,1399.3197278911564,1.254861448711716
Malawi,2021-03-09,32528,1074,23691,7763,170.03659174072138,3.3017707820954256
Sudan,2021-03-09,30686,1915,23268,5503,69.98107140413693,6.24063090660236
Congo (Kinshasa),2021-03-09,26684,712,22432,3540,29.79421846562678,2.668265627342228
Angola,2021-03-09,21114,516,19677,921,64.24268240735105,2.443876101165104
Madagascar,2021-03-09,20155,300,19543,312,72.78538153190567,1.4884644008930785
Rwanda,2021-03-09,19779,270,18033,1476,152.71000617665226,1.3650841801911118
Mauritania,2021-03-09,17365,442,16715,208,373.44086021505376,2.5453498416354736
Eswatini,2021-03-09,17191,658,15448,1085,1481.9827586206895,3.8275842010354255
Guinea,2021-03-09,16912,97,15236,1579,128.77484200106602,0.5735572374645223
Gabon,2021-03-09,16015,91,14047,1877,719.4519317160826,0.568217296284733
Cabo Verde,2021-03-09,15826,154,15159,513,2846.4028776978416,0.9730822696828005
Burkina Faso,2021-03-09,12187,143,11860,184,58.30263598526527,1.1733814720603923
Lesotho,2021-03-09,10525,309,3922,6294,491.3632119514473,2.9358669833729216
Congo (Brazzaville),2021-03-09,9179,131,7514,1534,166.34650235592605,1.4271707157642444
South Sudan,2021-03-09,8870,102,4914,3854,79.23887797034126,1.1499436302142052
Mali,2021-03-09,8613,358,6450,1805,42.5312330255296,4.156507604783466
Somalia,2021-03-09,8577,319,4031,4227,53.96715535141258,3.7192491547161013
Togo,2021-03-09,7680,92,6460,1128,92.76482666988767,1.1979166666666667
Equatorial Guinea,2021-03-09,6371,96,5739,536,454.09836065573774,1.5068278135300581
Benin,2021-03-09,6338,81,5383,874,52.2807885836839,1.2780056800252446
Djibouti,2021-03-09,6181,63,5940,178,625.6072874493926,1.0192525481313703
Central African Republic,2021-03-09,5023,63,4920,40,103.99585921325053,1.254230539518216
Niger,2021-03-09,4835,177,4415,243,19.973561366546868,3.6608066184074457
Gambia,2021-03-09,4792,153,4203,436,198.26230864708316,3.192821368948247
Chad,2021-03-09,4214,148,3724,342,25.654450261780106,3.5121025154247745
Sierra Leone,2021-03-09,3922,79,2741,1102,49.16635326563871,2.014278429372769
Comoros,2021-03-09,3606,146,3427,33,414.48275862068965,4.048807542983916
Guinea-Bissau,2021-03-09,3319,49,2686,584,168.64837398373984,1.4763482976800242
Seychelles,2021-03-09,3032,15,2809,208,3093.877551020408,0.49472295514511877
Eritrea,2021-03-09,2944,7,2436,501,83.02312464749014,0.2377717391304348
Burundi,2021-03-09,2339,3,773,1563,19.67033891178202,0.12825994014536127
Liberia,2021-03-09,2026,85,1898,43,40.055357848952156,4.1954590325765055
Sao Tome and Principe,2021-03-09,1977,32,1649,296,902.7397260273972,1.6186140617096612
Mauritius,2021-03-09,641,10,588,43,50.393081761006286,1.5600624024960998
Tanzania,2021-03-09,509,21,183,305,0.8521110255465899,4.12573673870334
