Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2021-03-01,1513959,50077,1431336,32546,2552.6631708509667,3.307685346829075
Morocco,2021-03-01,483766,8637,469345,5784,1310.6282679959904,1.7853673056808457
Tunisia,2021-03-01,233669,8022,198778,26869,1977.062357221423,3.433061296106886
Egypt,2021-03-01,183010,10736,141347,30927,178.83596849531924,5.86634610130594
Ethiopia,2021-03-01,159972,2373,135177,22422,139.1496468459692,1.483384592303653
Nigeria,2021-03-01,156017,1915,133904,20198,75.68497137867469,1.2274303441291654
Libya,2021-03-01,134127,2210,121116,10801,1952.073933925193,1.6476921126991582
Algeria,2021-03-01,113255,2987,78234,32034,258.2723313037331,2.6374111518255265
Kenya,2021-03-01,106125,1859,86717,17549,197.36475051607744,1.7517078916372202
Ghana,2021-03-01,84023,607,77972,5444,270.40517491069414,0.7224212418028397
Zambia,2021-03-01,79002,1098,75087,2817,429.7323759791123,1.3898382319434952
Mozambique,2021-03-01,59607,653,41413,17541,190.71188609822428,1.095508916737967
Uganda,2021-03-01,40367,334,14989,25044,88.2512406812269,0.8274085267669136
Namibia,2021-03-01,39033,428,36335,2270,1536.1275088547816,1.0965080829042093
Zimbabwe,2021-03-01,36115,1468,32905,1742,242.9859382358878,4.064793022289908
Cameroon,2021-03-01,35714,551,32594,2569,134.53627665184962,1.5428123424987399
Senegal,2021-03-01,34732,880,29161,4691,207.42952699474438,2.533686513877692
Cote d'Ivoire,2021-03-01,32791,193,31712,886,124.31192660550458,0.5885761336952212
Malawi,2021-03-01,32008,1048,19513,11447,167.318348144276,3.2741814546363406
Botswana,2021-03-01,30727,332,24884,5511,1306.4200680272108,1.0804829628665344
Sudan,2021-03-01,30364,1890,22975,5499,69.24673310679833,6.224476353576604
Congo (Kinshasa),2021-03-01,25962,707,18951,6304,28.988064001071894,2.7232108466219858
Angola,2021-03-01,20854,508,19400,946,63.45159131016857,2.435983504363671
Madagascar,2021-03-01,19831,297,19296,238,71.61532627929653,1.4976551863244414
Rwanda,2021-03-01,18986,264,17322,1400,146.58739962940086,1.3904982618771726
Mauritania,2021-03-01,17217,441,16583,193,370.258064516129,2.561421850496602
Eswatini,2021-03-01,17025,652,14800,1573,1467.6724137931035,3.8296622613803235
Guinea,2021-03-01,16005,89,14917,999,121.86857534455189,0.556076226179319
Cabo Verde,2021-03-01,15432,147,14875,410,2775.539568345324,0.9525660964230172
Gabon,2021-03-01,14849,87,13288,1474,667.0709793351302,0.5858980402720722
Burkina Faso,2021-03-01,12030,143,11588,299,57.55154762474286,1.1886949293433084
Lesotho,2021-03-01,10495,295,3768,6432,489.96265172735764,2.81086231538828
Congo (Brazzaville),2021-03-01,8820,128,7019,1673,159.84052192823486,1.4512471655328798
Mali,2021-03-01,8390,355,6408,1627,41.43005283689694,4.231227651966627
South Sudan,2021-03-01,8010,94,4217,3699,71.55619081650885,1.1735330836454432
Somalia,2021-03-01,7392,243,3814,3335,46.51104259736991,3.2873376623376624
Togo,2021-03-01,6933,85,5663,1185,83.74199782582437,1.2260204817539306
Equatorial Guinea,2021-03-01,6095,92,5632,371,434.42622950819674,1.509433962264151
Djibouti,2021-03-01,6087,63,5898,126,616.0931174089069,1.0349926071956628
Benin,2021-03-01,5434,70,4248,1116,44.823888476449724,1.2881854987118146
Central African Republic,2021-03-01,5004,63,4920,21,103.6024844720497,1.2589928057553956
Niger,2021-03-01,4740,172,4250,318,19.58111290122692,3.6286919831223625
Gambia,2021-03-01,4712,150,4089,473,194.952420355813,3.183361629881155
Chad,2021-03-01,3986,140,3480,366,24.26640691586509,3.5122930255895635
Sierra Leone,2021-03-01,3887,79,2621,1187,48.7275918265012,2.032415744790327
Comoros,2021-03-01,3578,144,3331,103,411.264367816092,4.024594745667971
Guinea-Bissau,2021-03-01,3262,48,2613,601,165.7520325203252,1.471489883507051
Eritrea,2021-03-01,2866,7,2261,598,80.8234630569656,0.24424284717376132
Seychelles,2021-03-01,2688,11,2365,312,2742.8571428571427,0.4092261904761905
Burundi,2021-03-01,2217,3,773,1441,18.64435287191994,0.13531799729364005
Liberia,2021-03-01,2014,85,1884,45,39.81810992487149,4.220456802383317
Sao Tome and Principe,2021-03-01,1828,30,1413,385,834.703196347032,1.6411378555798686
Mauritius,2021-03-01,619,10,588,21,48.66352201257861,1.615508885298869
Tanzania,2021-03-01,509,21,183,305,0.8521110255465899,4.12573673870334
