Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2021-02-01,1456309,44399,1306022,105888,2455.460385438972,3.0487348495408595
Morocco,2021-02-01,471438,8287,450052,13099,1277.2290103221262,1.757813328581913
Tunisia,2021-02-01,210045,6802,162223,41020,1777.180810559269,3.23835368611488
Egypt,2021-02-01,166492,9360,130107,27025,162.69470557195066,5.621891742546188
Ethiopia,2021-02-01,138384,2103,122968,13313,120.37159458613131,1.519684356573014
Nigeria,2021-02-01,131918,1607,106275,24036,63.99437275637916,1.2181809912218198
Libya,2021-02-01,119402,1883,99586,17933,1737.7674283219328,1.5770255104604614
Algeria,2021-02-01,107578,2894,73530,31154,245.32621833025473,2.690141106917771
Kenya,2021-02-01,100856,1766,83936,15154,187.56578825017203,1.7510113429047354
Ghana,2021-02-01,67010,416,61236,5358,215.6534612042609,0.6208028652439934
Zambia,2021-02-01,55042,780,49394,4868,299.40165361183637,1.4170996693434106
Uganda,2021-02-01,39606,325,14229,25052,86.58752541483571,0.8205827399888905
Mozambique,2021-02-01,39460,386,24593,14481,126.25179971204608,0.978205778003041
Namibia,2021-02-01,34168,353,32564,1251,1344.6674537583629,1.0331304144228517
Zimbabwe,2021-02-01,33548,1234,26583,5731,225.71486241001142,3.678311672826994
Cameroon,2021-02-01,29617,462,28045,1110,111.5685979055225,1.559914913731978
Sudan,2021-02-01,29449,1812,21504,6133,67.16002645442313,6.1530102889741585
Cote d'Ivoire,2021-02-01,28475,156,26495,1824,107.94980665706271,0.5478489903424056
Senegal,2021-02-01,26927,638,22145,4144,160.81581462016246,2.3693690347977867
Malawi,2021-02-01,24365,712,8945,14708,127.36539466806063,2.9222245023599425
Congo (Kinshasa),2021-02-01,22842,673,15033,7136,25.50440481906187,2.946326941598809
Botswana,2021-02-01,22738,148,18468,4122,966.751700680272,0.6508927786084968
Angola,2021-02-01,19829,466,18180,1183,60.33286679242986,2.350093297695295
Madagascar,2021-02-01,19065,281,18215,569,68.84908454010328,1.4739050616312617
Mauritania,2021-02-01,16662,422,15738,502,358.3225806451613,2.532709158564398
Eswatini,2021-02-01,15804,574,10650,4580,1362.4137931034484,3.631991900784611
Rwanda,2021-02-01,15459,198,10272,4989,119.35608400247067,1.280807296720357
Guinea,2021-02-01,14555,83,14228,244,110.8276859818777,0.5702507729302645
Cabo Verde,2021-02-01,14098,134,13251,713,2535.611510791367,0.9504894311249823
Gabon,2021-02-01,10952,68,10419,465,492.00359389038636,0.620891161431702
Burkina Faso,2021-02-01,10768,121,9397,1250,51.51413672678563,1.12369985141159
Lesotho,2021-02-01,8900,172,2552,6176,415.499533146592,1.9325842696629212
Mali,2021-02-01,8100,330,5959,1811,39.998024788899315,4.074074074074074
Congo (Brazzaville),2021-02-01,7887,117,5846,1924,142.93222181949983,1.4834537847090148
Djibouti,2021-02-01,5932,63,5845,24,600.4048582995952,1.0620364126770059
Equatorial Guinea,2021-02-01,5534,86,5300,148,394.44048467569496,1.554029634983737
Togo,2021-02-01,5092,79,4282,731,61.50501268269115,1.551453260015711
Central African Republic,2021-02-01,4989,63,4885,41,103.29192546583852,1.2627781118460615
Somalia,2021-02-01,4784,130,3666,988,30.101302460202607,2.717391304347826
Niger,2021-02-01,4537,161,3800,576,18.742512496385345,3.5486003967379323
Gambia,2021-02-01,4139,131,3803,205,171.2453454695904,3.165015704276395
South Sudan,2021-02-01,3929,64,3613,252,35.09916026442737,1.628913209468058
Benin,2021-02-01,3893,52,3421,420,32.11251340427287,1.3357307988697662
Sierra Leone,2021-02-01,3634,79,2329,1226,45.555973423592825,2.1739130434782608
Chad,2021-02-01,3385,121,2470,794,20.607573359308414,3.5745937961595273
Comoros,2021-02-01,2811,98,1834,879,323.1034482758621,3.4863038064745644
Guinea-Bissau,2021-02-01,2634,45,2427,162,133.84146341463415,1.7084282460136675
Eritrea,2021-02-01,2135,7,1594,534,60.20868584320361,0.32786885245901637
Liberia,2021-02-01,1944,84,1760,100,38.43416370106761,4.320987654320987
Burundi,2021-02-01,1635,2,773,860,13.749894878479521,0.12232415902140673
Sao Tome and Principe,2021-02-01,1259,17,1045,197,574.8858447488584,1.3502779984114377
Seychelles,2021-02-01,1223,5,1052,166,1247.9591836734694,0.4088307440719542
Mauritius,2021-02-01,582,10,536,36,45.75471698113208,1.718213058419244
Tanzania,2021-02-01,509,21,183,305,0.8521110255465899,4.12573673870334
