Country/Region,Date,Confirmed,Deaths,Recovered,Active,Incidence Rate,Case - Fatality Ratio
South Africa,2021-01-30,1449236,43951,1292921,112364,2443.534708054427,3.0327013681691595
Morocco,2021-01-30,470691,8259,448628,13804,1275.2052233751456,1.7546543273612623
Tunisia,2021-01-30,207468,6680,156160,44628,1755.376935442931,3.219773651840284
Egypt,2021-01-30,165418,9263,129293,26862,161.6452010084625,5.599753352114038
Ethiopia,2021-01-30,137021,2091,122588,12342,119.18600605406911,1.5260434531933063
Nigeria,2021-01-30,130557,1578,103712,25267,63.33414184534782,1.2086674785725775
Libya,2021-01-30,117650,1842,97357,18451,1712.2689564837724,1.5656608584785379
Algeria,2021-01-30,107122,2888,73152,31082,244.28633326491985,2.695991486342675
Kenya,2021-01-30,100675,1755,83855,15065,187.22917557791374,1.7432331760615845
Ghana,2021-01-30,65427,405,60357,4665,210.55900621118013,0.6190105002521895
Zambia,2021-01-30,53352,745,45443,7164,290.2088772845953,1.3963862648073173
Uganda,2021-01-30,39533,324,14179,25030,86.42793117771802,0.8195684617914147
Mozambique,2021-01-30,37705,363,23945,13397,120.63669812829947,0.9627370375281793
Namibia,2021-01-30,33832,350,32295,1187,1331.444313262495,1.0345235280208087
Zimbabwe,2021-01-30,33273,1193,25361,6719,223.86463028998182,3.5854897364229252
Cameroon,2021-01-30,29617,462,28045,1110,111.5685979055225,1.559914913731978
Sudan,2021-01-30,29291,1804,21300,6187,66.79969896690916,6.158888395752961
Cote d'Ivoire,2021-01-30,28178,152,25818,2208,106.82386837516111,0.5394279224927248
Senegal,2021-01-30,26213,621,21758,3834,156.5516005733397,2.3690535230610763
Malawi,2021-01-30,23497,687,8318,14492,122.82801881860952,2.9237775035110865
Congo (Kinshasa),2021-01-30,22604,671,15031,6902,25.238664150690592,2.968501150238896
Botswana,2021-01-30,21293,134,17198,3961,905.3146258503401,0.629314798290518
Angola,2021-01-30,19782,464,18015,1303,60.1898618633238,2.3455666767768677
Madagascar,2021-01-30,18743,279,17930,534,67.68625185078184,1.4885557274715895
Mauritania,2021-01-30,16608,422,15634,552,357.16129032258067,2.5409441233140653
Eswatini,2021-01-30,15666,562,10238,4866,1350.5172413793102,3.5873866973062682
Rwanda,2021-01-30,15118,193,9804,5121,116.72328597899939,1.2766238920492128
Guinea,2021-01-30,14475,82,14064,329,110.21853346531638,0.5664939550949915
Cabo Verde,2021-01-30,13981,133,13103,745,2514.568345323741,0.9512910378370647
Gabon,2021-01-30,10748,68,10260,420,482.8391734052111,0.6326758466691477
Burkina Faso,2021-01-30,10580,120,9052,1408,50.614744295077266,1.1342155009451798
Lesotho,2021-01-30,8649,164,2552,5933,403.781512605042,1.896172967973176
Mali,2021-01-30,8069,330,5937,1802,39.84494592859612,4.089726112281571
Congo (Brazzaville),2021-01-30,7887,117,5846,1924,142.93222181949983,1.4834537847090148
Djibouti,2021-01-30,5931,62,5845,24,600.3036437246964,1.045354914854156
Equatorial Guinea,2021-01-30,5516,86,5286,144,393.1575196008553,1.559100797679478
Togo,2021-01-30,5041,77,4224,740,60.88899625558643,1.5274747073993256
Central African Republic,2021-01-30,4981,63,4885,33,103.12629399585921,1.2648062638024493
Somalia,2021-01-30,4784,130,3666,988,30.101302460202607,2.717391304347826
Niger,2021-01-30,4516,159,3726,631,18.65576073036725,3.5208148804251547
Gambia,2021-01-30,4090,128,3792,170,169.21803889118743,3.1295843520782394
South Sudan,2021-01-30,3929,64,3613,252,35.09916026442737,1.628913209468058
Benin,2021-01-30,3786,48,3398,340,31.229893590695372,1.2678288431061806
Sierra Leone,2021-01-30,3528,79,2278,1171,44.227153065062055,2.239229024943311
Chad,2021-01-30,3347,118,2442,787,20.37623280165591,3.5255452644158947
Comoros,2021-01-30,2718,90,1678,950,312.41379310344826,3.3112582781456954
Guinea-Bissau,2021-01-30,2532,45,2421,66,128.65853658536585,1.7772511848341233
Eritrea,2021-01-30,2135,7,1594,534,60.20868584320361,0.32786885245901637
Liberia,2021-01-30,1939,84,1760,95,38.33531039936734,4.332129963898916
Burundi,2021-01-30,1613,2,773,838,13.564881002438819,0.12399256044637322
Sao Tome and Principe,2021-01-30,1256,17,1023,216,573.5159817351598,1.3535031847133758
Seychelles,2021-01-30,1186,4,987,195,1210.204081632653,0.33726812816188867
Mauritius,2021-01-30,569,10,528,31,44.73270440251572,1.7574692442882252
Tanzania,2021-01-30,509,21,183,305,0.8521110255465899,4.12573673870334
